chr13-4274	chr13	45977087	45977241	+	10.2	0.714	8	5.11	3.86e-05	0.86
chr13-4755	chr13	47286598	47286752	+	10.2	0.909	7	8.88	3.26e-07	0.98
chr13-4297	chr13	51858634	51858788	+	10.2	0.5	8	7.35	1.75e-06	0.86
chr13-3549	chr13	51958417	51958571	+	10.2	0.909	10	6.66	4.13e-06	0.69
chr13-4786	chr13	52253274	52253428	+	10.2	0.643	7	7.03	2.6e-06	0.98
chr13-4339	chr13	60687523	60687677	+	10.2	0.833	8	12.79	1.08e-08	0.86
chr13-3971	chr13	80935290	80935444	+	10.2	0.846	9	4.57	9.72e-05	0.86
chr13-3628	chr13	83600460	83600614	+	10.2	0.833	10	4.6	9.17e-05	0.69
chr13-4942	chr13	96435816	96435970	+	10.2	0.909	7	10.48	6.63e-08	0.98
chr13-4009	chr13	97510857	97511011	+	10.2	0.533	9	5.92	1.13e-05	0.76
chr13-4021	chr13	100453713	100453867	+	10.2	0.846	9	5.24	3.15e-05	0.76
chr13-3676	chr13	101654966	101655120	+	10.2	0.688	10	7.18	2.14e-06	0.86
chr13-4467	chr13	107121310	107121464	+	10.2	0.917	8	4.67	8.16e-05	0.86
chr13-4993	chr13	107856638	107856792	+	10.2	0.643	7	13.32	7.4e-09	0.98
chr13-4054	chr13	111490557	111490711	+	10.2	0.769	9	4.67	8.16e-05	0.76
chr13-4494	chr13	111953062	111953216	+	10.2	0.909	8	7.1	2.36e-06	0.86
chr13-4089	chr13	3806716	3806870	+	9.15	0.7	8	8.34	2.08e-06	0.86
chr13-4100	chr13	6462130	6462284	+	9.15	0.727	8	11.51	1.38e-07	0.86
chr13-4564	chr13	13379566	13379720	+	9.15	0.9	7	115.08	2.79e-16	0.98
chr13-4137	chr13	20034583	20034737	+	9.15	0.9	8	11.51	1.38e-07	0.86
chr13-3768	chr13	20098567	20098721	+	9.15	0.818	9	6.25	2.01e-05	0.76
chr13-4630	chr13	30641958	30642112	+	9.15	0.9	7	7.1	7.46e-06	0.98
chr13-4186	chr13	30664473	30664627	+	9.15	0.929	8	5.64	4.44e-05	0.98
chr13-4187	chr13	30749806	30749960	+	9.15	0.818	8	8.22	2.34e-06	0.86
chr13-3814	chr13	36121942	36122096	+	9.15	0.9	9	5.18	8.39e-05	0.76
chr13-4209	chr13	37048676	37048830	+	9.15	0.9	8	6.25	2.01e-05	0.86
chr13-4660	chr13	37325685	37325839	+	9.15	0.909	7	9.92	4.63e-07	1.14
chr13-4664	chr13	37512856	37513010	+	9.15	0.727	7	6.32	1.85e-05	0.98
chr13-4215	chr13	37801845	37801999	+	9.15	0.9	8	8.72	1.46e-06	0.86
chr13-4227	chr13	41248268	41248422	+	9.15	0.818	8	6.12	2.38e-05	0.86
chr13-4231	chr13	41500475	41500629	+	9.15	0.909	8	5.53	5.14e-05	0.98
chr13-4710	chr13	44342497	44342651	+	9.15	0.909	7	7.28	6.13e-06	0.98
chr13-4711	chr13	44392044	44392198	+	9.15	0.909	7	10.1	4.02e-07	0.98
chr13-4724	chr13	44807932	44808086	+	9.15	0.9	7	9.75	5.31e-07	0.98
chr13-4735	chr13	45095114	45095268	+	9.15	0.9	7	7.78	3.65e-06	0.98
chr13-4737	chr13	45145283	45145437	+	9.15	0.75	7	7.88	3.27e-06	0.98
chr13-3895	chr13	51896369	51896523	+	9.15	0.909	9	5.87	3.27e-05	0.86
chr13-4782	chr13	51968350	51968504	+	9.15	0.727	7	5.18	8.39e-05	0.98
chr13-4308	chr13	54790128	54790282	+	9.15	0.9	8	10.46	3.01e-07	0.86
chr13-4318	chr13	56330875	56331029	+	9.15	0.9	8	8.46	1.85e-06	0.86
chr13-4833	chr13	58538058	58538212	+	9.15	0.818	7	9.59	6.09e-07	0.98
chr13-4847	chr13	62685193	62685347	+	9.15	0.5	7	6.32	1.85e-05	0.98
chr13-4857	chr13	63563870	63564024	+	9.15	0.667	7	5.59	4.78e-05	0.98
chr13-4353	chr13	64129696	64129850	+	9.15	0.643	8	9.75	5.31e-07	0.98
chr13-3956	chr13	67081398	67081552	+	9.15	0.6	9	5.28	7.32e-05	0.76
chr13-4380	chr13	77166225	77166379	+	9.15	0.692	8	7.19	6.76e-06	0.86
chr13-3974	chr13	81784465	81784619	+	9.15	0.9	9	6.06	2.58e-05	0.76
chr13-4920	chr13	92354040	92354194	+	9.15	0.9	7	7.38	5.54e-06	0.98
chr13-4928	chr13	93991038	93991192	+	9.15	0.9	7	8.85	1.29e-06	0.98
chr13-4008	chr13	97487534	97487688	+	9.15	0.818	9	6.77	1.09e-05	0.86
chr13-4018	chr13	100103769	100103923	+	9.15	0.5	9	5.7	4.12e-05	0.76
chr13-4490	chr13	111451953	111452107	+	9.15	0.8	8	10.28	3.48e-07	0.86
chr13-5028	chr13	112018596	112018750	+	9.15	0.727	7	8.59	1.64e-06	0.98
chr13-5030	chr13	112191076	112191230	+	9.15	0.9	7	9.59	6.09e-07	0.98
chr13-4063	chr13	112987740	112987894	+	9.15	0.714	9	5.93	3.03e-05	0.76
chr13-4509	chr13	113494837	113494991	+	9.15	0.818	8	6.32	1.85e-05	0.86
chr13-4513	chr13	113795268	113795422	+	9.15	0.692	8	5.59	4.78e-05	0.86
chr13-4075	chr13	116950722	116950876	+	9.15	0.9	9	5.14	8.97e-05	0.76
chr13-5055	chr13	118386549	118386703	+	9.15	0.9	7	10.86	2.22e-07	0.98
chr13-4534	chr13	3803770	3803924	+	8.13	0.889	7	7.01	2.61e-05	0.84
chr13-4538	chr13	5674782	5674936	+	8.13	0.8	7	24.36	2.42e-09	0.98
chr13-4541	chr13	5828753	5828907	+	8.13	0.727	7	5.81	9.49e-05	0.84
chr13-4130	chr13	17804912	17805066	+	8.13	0.692	8	6.09	6.91e-05	0.74
chr13-4586	chr13	19690532	19690686	+	8.13	0.714	7	7.31	1.95e-05	0.84
chr13-4588	chr13	19821775	19821929	+	8.13	0.7	7	6.31	5.38e-05	0.84
chr13-4145	chr13	20801515	20801669	+	8.13	0.692	8	5.81	9.49e-05	0.84
chr13-4619	chr13	28419028	28419182	+	8.13	0.733	7	6.39	4.94e-05	0.98
chr13-4620	chr13	28751101	28751255	+	8.13	0.889	7	6.56	4.15e-05	0.84
chr13-4179	chr13	28959273	28959427	+	8.13	0.615	8	8.12	8.23e-06	0.84
chr13-4627	chr13	30545211	30545365	+	8.13	0.769	7	7.41	1.76e-05	0.84
chr13-4635	chr13	31004205	31004359	+	8.13	0.8	7	7.63	1.43e-05	0.84
chr13-4682	chr13	41473565	41473719	+	8.13	0.778	7	7.75	1.28e-05	0.84
chr13-4236	chr13	41829090	41829244	+	8.13	0.615	8	7.2	2.15e-05	0.84
chr13-4760	chr13	48862211	48862365	+	8.13	0.692	7	7.87	1.15e-05	0.84
chr13-4292	chr13	49340966	49341120	+	8.13	0.692	8	6.31	5.38e-05	0.74
chr13-4783	chr13	52069156	52069310	+	8.13	0.889	7	5.81	9.49e-05	0.84
chr13-4815	chr13	56120925	56121079	+	8.13	0.9	7	9.13	3.58e-06	0.84
chr13-4341	chr13	60897459	60897613	+	8.13	0.615	8	8.38	6.56e-06	0.84
chr13-4855	chr13	63309780	63309934	+	8.13	0.583	7	7.31	1.95e-05	0.98
chr13-4856	chr13	63313883	63314037	+	8.13	0.615	7	7.99	1.03e-05	0.84
chr13-4405	chr13	92815043	92815197	+	8.13	0.889	8	7.2	2.15e-05	0.74
chr13-4939	chr13	95902889	95903043	+	8.13	0.9	7	8.82	4.59e-06	0.84
chr13-4966	chr13	100409324	100409478	+	8.13	0.889	7	7.87	1.15e-05	0.84
chr13-4971	chr13	101635831	101635985	+	8.13	0.889	7	7.63	1.43e-05	0.84
chr13-4988	chr13	105065329	105065483	+	8.13	0.667	7	7.99	1.03e-05	0.84
chr13-4466	chr13	107017610	107017764	+	8.13	0.667	8	8.52	5.84e-06	0.84
chr13-5042	chr13	114401066	114401220	+	8.13	0.889	7	6.02	7.49e-05	0.84
chr13-5049	chr13	116985058	116985212	+	8.13	0.727	7	6.82	3.16e-05	0.98
chr13-4557	chr13	10107466	10107620	+	7.11	0.667	7	8.29	2.61e-05	0.71
chr13-4561	chr13	12538145	12538299	+	7.11	0.727	7	7.46	4.98e-05	0.82
chr13-4573	chr13	14629879	14630033	+	7.11	0.778	7	7.99	3.27e-05	0.71
chr13-4592	chr13	20428374	20428528	+	7.11	0.8	7	8.78	1.84e-05	0.82
chr13-4150	chr13	21452944	21453098	+	7.11	0.8	8	6.99	8.38e-05	0.71
chr13-4640	chr13	32834428	32834582	+	7.11	0.7	7	7.85	3.64e-05	0.71
chr13-4695	chr13	43241305	43241459	+	7.11	0.8	7	7.22	6.07e-05	0.82
chr13-4714	chr13	44527675	44527829	+	7.11	0.875	7	9.13	1.43e-05	0.71
chr13-4718	chr13	44579316	44579470	+	7.11	0.7	7	7.34	5.5e-05	0.71
chr13-4262	chr13	44975124	44975278	+	7.11	0.8	8	7.59	4.49e-05	0.71
chr13-4777	chr13	51639105	51639259	+	7.11	0.778	7	12.79	1.69e-06	0.71
chr13-4787	chr13	52392091	52392245	+	7.11	0.889	7	15.43	4.98e-07	0.82
chr13-4799	chr13	54866397	54866551	+	7.11	0.8	7	13.56	1.16e-06	0.82
chr13-4801	chr13	55068998	55069152	+	7.11	0.778	7	10.66	5.43e-06	0.71
chr13-4831	chr13	58486781	58486935	+	7.11	0.667	7	7.34	5.5e-05	0.71
chr13-4850	chr13	63153466	63153620	+	7.11	0.889	7	14.44	7.7e-07	0.82
chr13-4866	chr13	69521963	69522117	+	7.11	0.875	7	8.29	2.61e-05	0.71
chr13-4868	chr13	70603294	70603448	+	7.11	0.889	7	18.65	1.43e-07	0.82
chr13-4873	chr13	73505742	73505896	+	7.11	0.778	7	7.46	4.98e-05	0.82
chr13-4925	chr13	93857626	93857780	+	7.11	0.75	7	7.85	3.64e-05	0.71
chr13-4953	chr13	98589061	98589215	+	7.11	0.7	7	15.43	4.98e-07	0.82
chr13-4964	chr13	100108256	100108410	+	7.11	0.778	7	7.85	3.64e-05	0.71
chr13-4983	chr13	104650541	104650695	+	7.11	0.538	7	22.38	4.25e-08	0.82
chr13-5059	chr13	119488861	119489015	+	7.11	0.889	7	13.16	1.4e-06	0.82
chr13-4758	chr13	48660878	48661032	+	6.1	0.889	7	10.1	3.38e-05	0.66
chr14-1617	chr14	25461934	25462088	+	27.4	0.784	21	4.38	5.21e-10	0.94
chr14-1852	chr14	120276416	120276570	+	27.4	0.906	19	4.95	3.86e-11	1.04
chr14-1908	chr14	63143180	63143334	+	24.4	0.833	18	4.87	6.08e-10	0.95
chr14-2180	chr14	55768676	55768830	+	22.4	0.815	15	4.88	2.93e-09	1.08
chr14-1999	chr14	62804712	62804866	+	22.4	0.923	17	4.44	1.57e-08	0.95
chr14-2025	chr14	75827117	75827271	+	22.4	0.821	17	4.3	2.69e-08	1.01
chr14-2104	chr14	64652299	64652453	+	21.3	0.958	16	5.97	2.06e-10	1.02
chr14-1970	chr14	45664077	45664231	+	20.3	0.815	17	4.09	2.5e-07	0.9
chr14-1984	chr14	52243958	52244112	+	20.3	0.92	17	6.03	4.57e-10	0.96
chr14-2301	chr14	62273758	62273912	+	20.3	0.913	14	4.1	2.38e-07	1.02
chr14-2438	chr14	63139054	63139208	+	19.3	0.95	13	5.45	6.18e-09	1.03
chr14-2645	chr14	103350876	103351030	+	19.3	0.95	12	6.46	4.04e-10	1.12
chr14-2247	chr14	20931943	20932097	+	18.3	0.947	14	5.9	4.59e-09	0.96
chr14-2532	chr14	33255598	33255752	+	18.3	0.818	12	4.46	2.81e-07	1.12
chr14-2106	chr14	65069379	65069533	+	18.3	0.9	16	4.31	4.57e-07	0.84
chr14-2207	chr14	67717392	67717546	+	18.3	0.864	15	4.88	7.8e-08	0.89
chr14-2500	chr14	10430003	10430157	+	17.3	0.9	12	5.84	1.4e-08	1.14
chr14-2158	chr14	30609405	30609559	+	17.3	0.947	15	4.15	1.56e-06	0.83
chr14-2924	chr14	31493998	31494152	+	17.3	0.682	10	5.63	2.36e-08	1.25
chr14-2171	chr14	46912678	46912832	+	17.3	0.607	15	4.44	6.39e-07	0.89
chr14-2172	chr14	50931804	50931958	+	17.3	0.85	15	4.99	1.3e-07	0.89
chr14-2425	chr14	58196964	58197118	+	17.3	0.947	13	6.04	8.74e-09	1.04
chr14-2313	chr14	67889923	67890077	+	17.3	0.68	14	4.85	1.89e-07	0.96
chr14-2496	chr14	121321160	121321314	+	17.3	0.8	13	4.15	1.56e-06	1.04
chr14-2376	chr14	21820968	21821122	+	16.3	0.762	13	4.87	4.06e-07	0.89
chr14-2269	chr14	34314551	34314705	+	16.3	0.941	14	5.11	2.15e-07	0.83
chr14-2448	chr14	70021521	70021675	+	16.3	0.739	13	5.56	7.15e-08	0.97
chr14-3606	chr14	79428568	79428722	+	16.3	0.762	8	6.47	9.13e-09	1.45
chr14-2394	chr14	30941646	30941800	+	15.2	0.889	13	4.92	8.2e-07	0.89
chr14-2550	chr14	51985893	51986047	+	15.2	0.882	12	4.92	8.2e-07	0.89
chr14-2768	chr14	60744864	60745018	+	15.2	0.762	11	4.1	7.19e-06	0.97
chr14-2806	chr14	74641360	74641514	+	15.2	0.667	11	4.63	1.69e-06	1.06
chr14-2623	chr14	75848886	75849040	+	15.2	0.609	12	5.54	1.87e-07	0.89
chr14-2631	chr14	78732769	78732923	+	15.2	0.577	12	4.7	1.42e-06	0.89
chr14-2484	chr14	103343941	103344095	+	15.2	0.789	13	4.46	2.66e-06	0.82
chr14-2656	chr14	120478203	120478357	+	15.2	0.76	12	4.36	3.49e-06	0.97
chr14-3053	chr14	120480633	120480787	+	15.2	0.938	10	4.06	7.94e-06	1.06
chr14-2872	chr14	20930203	20930357	+	14.2	0.938	10	4.41	6.41e-06	0.97
chr14-3356	chr14	25112995	25113149	+	14.2	0.933	8	15.7	9.43e-13	1.21
chr14-2898	chr14	26613345	26613499	+	14.2	0.882	10	6.17	1.33e-07	0.97
chr14-2390	chr14	30551737	30551891	+	14.2	0.778	13	4.24	9.81e-06	0.81
chr14-2539	chr14	45319051	45319205	+	14.2	0.824	12	5.67	3.67e-07	0.81
chr14-2741	chr14	50862582	50862736	+	14.2	0.933	11	6.26	1.13e-07	0.88
chr14-2581	chr14	62139034	62139188	+	14.2	0.875	12	5.81	2.71e-07	0.81
chr14-2601	chr14	66660149	66660303	+	14.2	0.933	12	6.78	4.31e-08	0.81
chr14-2807	chr14	74734526	74734680	+	14.2	0.778	11	4.74	2.88e-06	0.88
chr14-2622	chr14	75845784	75845938	+	14.2	0.737	12	5.39	6.52e-07	0.81
chr14-3031	chr14	79499439	79499593	+	14.2	0.944	10	9.62	5.63e-10	1.08
chr14-2634	chr14	79526620	79526774	+	14.2	0.933	12	6.22	1.22e-07	0.81
chr14-2659	chr14	121329487	121329641	+	14.2	0.765	12	5.77	2.93e-07	0.88
chr14-2674	chr14	20298215	20298369	+	13.2	0.65	11	4.37	1.47e-05	0.97
chr14-2681	chr14	21049399	21049553	+	13.2	0.55	11	4.95	4.05e-06	0.88
chr14-2718	chr14	44075813	44075967	+	13.2	0.929	11	6.07	4.46e-07	0.88
chr14-2735	chr14	47654288	47654442	+	13.2	0.933	11	6.07	4.46e-07	0.88
chr14-2580	chr14	61775275	61775429	+	13.2	0.933	12	4.02	3.5e-05	0.88
chr14-2772	chr14	61800590	61800744	+	13.2	0.765	11	7.23	6.28e-08	0.88
chr14-3014	chr14	74734136	74734290	+	13.2	0.667	10	4.47	1.18e-05	0.97
chr14-3264	chr14	78728649	78728803	+	13.2	0.929	9	5.85	6.61e-07	1.08
chr14-3040	chr14	103469189	103469343	+	13.2	0.929	10	8.23	1.42e-08	0.97
chr14-3331	chr14	20302581	20302735	+	12.2	0.923	8	8.92	2.13e-08	1.1
chr14-3096	chr14	24486628	24486782	+	12.2	0.867	9	4.68	1.62e-05	0.97
chr14-3130	chr14	34670972	34671126	+	12.2	0.923	9	7.83	8.59e-08	0.97
chr14-2731	chr14	47388930	47389084	+	12.2	0.562	11	4.29	3.74e-05	0.8
chr14-2942	chr14	48150068	48150222	+	12.2	0.625	10	4.86	1.13e-05	0.88
chr14-3179	chr14	60250387	60250541	+	12.2	0.8	9	5.9	1.61e-06	0.97
chr14-3504	chr14	60250804	60250958	+	12.2	0.867	8	6.09	1.17e-06	1.1
chr14-3520	chr14	62341303	62341457	+	12.2	0.857	8	10.66	3.08e-09	1.1
chr14-3553	chr14	67875834	67875988	+	12.2	0.722	8	6.19	9.97e-07	1.25
chr14-3219	chr14	67934154	67934308	+	12.2	0.647	9	7.67	1.06e-07	0.97
chr14-3575	chr14	73398423	73398577	+	12.2	0.706	8	4.92	9.94e-06	1.1
chr14-2809	chr14	74986407	74986561	+	12.2	0.8	11	4.89	1.06e-05	0.88
chr14-3605	chr14	79394676	79394830	+	12.2	0.857	8	4.36	3.18e-05	1.1
chr14-3049	chr14	118662618	118662772	+	12.2	0.684	10	5.4	3.92e-06	0.97
chr14-2848	chr14	119850425	119850579	+	12.2	0.933	11	4.65	1.71e-05	0.88
chr14-2854	chr14	121347719	121347873	+	12.2	0.857	11	5.18	5.92e-06	0.8
chr14-2676	chr14	20698528	20698682	+	11.2	0.867	11	4.99	2.02e-05	0.71
chr14-3082	chr14	20848184	20848338	+	11.2	0.812	9	6.7	1.31e-06	1.12
chr14-2883	chr14	22533597	22533751	+	11.2	0.846	10	6.34	2.22e-06	0.87
chr14-3369	chr14	25727338	25727492	+	11.2	0.917	8	9.38	4.97e-08	0.98
chr14-2911	chr14	29973909	29974063	+	11.2	0.857	10	6.7	1.31e-06	0.78
chr14-2703	chr14	30951759	30951913	+	11.2	0.846	11	4.29	7.71e-05	0.71
chr14-3148	chr14	47294217	47294371	+	11.2	0.733	9	4.37	6.57e-05	0.87
chr14-3149	chr14	47341866	47342020	+	11.2	0.786	9	7.56	4.1e-07	0.87
chr14-2958	chr14	55608844	55608998	+	11.2	0.923	10	6.51	1.72e-06	0.87
chr14-3487	chr14	55793583	55793737	+	11.2	0.867	8	8.27	1.71e-07	1.12
chr14-3507	chr14	60782575	60782729	+	11.2	0.917	8	6.39	2.04e-06	0.98
chr14-2974	chr14	62027764	62027918	+	11.2	0.524	10	4.34	6.93e-05	0.78
chr14-3891	chr14	62045833	62045987	+	11.2	0.846	7	14.07	7.67e-10	1.12
chr14-2779	chr14	64952540	64952694	+	11.2	0.857	11	5.76	5.38e-06	0.78
chr14-3937	chr14	65332113	65332267	+	11.2	0.714	7	8.79	9.41e-08	1.12
chr14-3007	chr14	73140049	73140203	+	11.2	0.833	10	6.57	1.57e-06	0.78
chr14-3240	chr14	73524239	73524393	+	11.2	0.765	9	7.48	4.55e-07	0.98
chr14-3582	chr14	74640414	74640568	+	11.2	0.786	8	5.25	1.28e-05	0.98
chr14-3020	chr14	76012899	76013053	+	11.2	0.786	10	6.89	9.97e-07	0.87
chr14-2816	chr14	77871044	77871198	+	11.2	0.706	11	4.57	4.44e-05	0.78
chr14-3027	chr14	77928122	77928276	+	11.2	0.917	10	7.25	6.16e-07	0.78
chr14-4030	chr14	78677579	78677733	+	11.2	0.786	7	7.73	3.32e-07	1.12
chr14-3624	chr14	103826034	103826188	+	11.2	0.917	8	11.92	4.11e-09	0.98
chr14-4067	chr14	105427641	105427795	+	11.2	0.923	7	7.18	6.79e-07	1.3
chr14-3639	chr14	118136901	118137055	+	11.2	0.786	8	4.99	2.02e-05	0.98
chr14-3051	chr14	119847366	119847520	+	11.2	0.714	10	5.49	8.39e-06	0.78
chr14-3072	chr14	14356540	14356694	+	10.2	0.818	9	6.27	6.97e-06	0.76
chr14-3316	chr14	14706197	14706351	+	10.2	0.833	8	7.1	2.36e-06	0.86
chr14-3319	chr14	14869437	14869591	+	10.2	0.846	8	5.2	3.38e-05	0.98
chr14-3725	chr14	26537635	26537789	+	10.2	0.909	7	11.84	2.19e-08	0.98
chr14-3756	chr14	31662881	31663035	+	10.2	0.846	7	5.76	1.43e-05	0.98
chr14-3783	chr14	41013767	41013921	+	10.2	0.769	7	10.66	5.71e-08	0.98
chr14-3152	chr14	47513680	47513834	+	10.2	0.769	9	8.64	4.17e-07	0.76
chr14-3806	chr14	47515131	47515285	+	10.2	0.846	7	6.15	8.23e-06	0.98
chr14-3807	chr14	48123399	48123553	+	10.2	0.833	7	5.76	1.43e-05	0.98
chr14-3816	chr14	50848854	50849008	+	10.2	0.611	7	11.22	3.58e-08	1.14
chr14-3444	chr14	51028912	51029066	+	10.2	0.833	8	6.66	4.13e-06	0.86
chr14-3448	chr14	51236687	51236841	+	10.2	0.917	8	6.8	3.44e-06	0.98
chr14-3450	chr14	51885219	51885373	+	10.2	0.625	8	6.46	5.39e-06	0.86
chr14-3478	chr14	55061208	55061362	+	10.2	0.625	8	11.62	2.59e-08	0.86
chr14-3174	chr14	56690826	56690980	+	10.2	0.769	9	6.8	3.44e-06	0.76
chr14-3868	chr14	57684749	57684903	+	10.2	0.917	7	12.54	1.29e-08	1.14
chr14-2976	chr14	62162788	62162942	+	10.2	0.55	10	6.09	8.93e-06	0.76
chr14-3901	chr14	62817866	62818020	+	10.2	0.909	7	8.64	4.17e-07	0.98
chr14-3902	chr14	62879599	62879753	+	10.2	0.909	7	12.06	1.84e-08	0.98
chr14-3526	chr14	63117442	63117596	+	10.2	0.5	8	8.88	3.26e-07	0.86
chr14-3929	chr14	64865591	64865745	+	10.2	0.727	7	4.99	4.69e-05	0.98
chr14-3555	chr14	68050772	68050926	+	10.2	0.818	8	10.31	7.68e-08	0.86
chr14-4010	chr14	74954064	74954218	+	10.2	0.909	7	12.06	1.84e-08	0.98
chr14-3248	chr14	75727298	75727452	+	10.2	0.733	9	7.1	2.36e-06	0.86
chr14-3587	chr14	75850444	75850598	+	10.2	0.692	8	6.73	3.78e-06	0.86
chr14-3600	chr14	78874096	78874250	+	10.2	0.909	8	5.51	2.07e-05	0.86
chr14-4036	chr14	79183793	79183947	+	10.2	0.786	7	8.41	5.3e-07	1.14
chr14-3614	chr14	99046978	99047132	+	10.2	0.917	8	6.87	3.14e-06	0.86
chr14-4050	chr14	99048486	99048640	+	10.2	0.909	7	6.73	3.78e-06	0.98
chr14-3278	chr14	101606015	101606169	+	10.2	0.833	9	6.87	3.14e-06	0.76
chr14-4084	chr14	120398384	120398538	+	10.2	0.833	7	6.8	3.44e-06	0.98
chr14-3651	chr14	120756944	120757098	+	10.2	0.846	8	9.54	1.7e-07	0.98
chr14-3664	chr14	7993979	7994133	+	9.15	0.692	7	7.88	3.27e-06	0.98
chr14-3308	chr14	7994289	7994443	+	9.15	0.9	8	7.88	3.27e-06	0.86
chr14-3320	chr14	14973118	14973272	+	9.15	0.636	8	6.77	1.09e-05	0.98
chr14-3327	chr14	18299249	18299403	+	9.15	0.818	8	6.12	2.38e-05	0.86
chr14-3328	chr14	19713248	19713402	+	9.15	0.917	8	8.34	2.08e-06	0.98
chr14-3086	chr14	21076359	21076513	+	9.15	0.8	9	6.85	9.93e-06	0.76
chr14-3335	chr14	21268344	21268498	+	9.15	0.625	8	5.64	4.44e-05	0.86
chr14-3704	chr14	21865053	21865207	+	9.15	0.818	7	20.55	1.05e-09	1.14
chr14-3368	chr14	25726560	25726714	+	9.15	0.833	8	7.19	6.76e-06	0.98
chr14-3750	chr14	30825439	30825593	+	9.15	0.9	7	5.43	5.94e-05	0.98
chr14-3403	chr14	31413338	31413492	+	9.15	0.917	8	9.75	5.31e-07	0.86
chr14-3763	chr14	32489583	32489737	+	9.15	0.692	7	6.12	2.38e-05	0.98
chr14-3413	chr14	33275473	33275627	+	9.15	0.833	8	5.7	4.12e-05	0.98
chr14-3773	chr14	33423134	33423288	+	9.15	0.923	7	5.28	7.32e-05	1.14
chr14-3431	chr14	45633245	45633399	+	9.15	0.909	8	6.61	1.31e-05	0.98
chr14-3439	chr14	48302597	48302751	+	9.15	0.9	8	9.59	6.09e-07	0.86
chr14-3443	chr14	50968597	50968751	+	9.15	0.9	8	9.28	7.92e-07	0.86
chr14-3473	chr14	54578308	54578462	+	9.15	0.818	8	6.12	2.38e-05	0.86
chr14-3485	chr14	55783985	55784139	+	9.15	0.9	8	6.47	1.56e-05	0.86
chr14-3486	chr14	55787842	55787996	+	9.15	0.667	8	8.34	2.08e-06	0.86
chr14-3489	chr14	56689215	56689369	+	9.15	0.643	8	6.12	2.38e-05	0.86
chr14-3870	chr14	58323231	58323385	+	9.15	0.9	7	6.77	1.09e-05	0.98
chr14-3530	chr14	63153946	63154100	+	9.15	0.9	8	8.72	1.46e-06	0.86
chr14-3532	chr14	63939414	63939568	+	9.15	0.818	8	8.34	2.08e-06	0.98
chr14-3917	chr14	64399207	64399361	+	9.15	0.9	7	8.22	2.34e-06	0.98
chr14-3931	chr14	64927763	64927917	+	9.15	0.538	7	8.85	1.29e-06	0.98
chr14-3949	chr14	66513036	66513190	+	9.15	0.8	7	7.02	8.22e-06	0.98
chr14-3554	chr14	67933803	67933957	+	9.15	0.75	8	5.7	4.12e-05	0.86
chr14-3961	chr14	67935658	67935812	+	9.15	0.9	7	5.59	4.78e-05	0.98
chr14-3559	chr14	69808102	69808256	+	9.15	0.8	8	7.19	6.76e-06	0.86
chr14-3983	chr14	72710212	72710366	+	9.15	0.727	7	6.54	1.43e-05	0.98
chr14-3233	chr14	72985262	72985416	+	9.15	0.9	9	6.12	2.38e-05	0.76
chr14-3008	chr14	73146865	73147019	+	9.15	0.5	10	5.59	4.78e-05	0.76
chr14-3571	chr14	73209880	73210034	+	9.15	0.818	8	6.25	2.01e-05	0.86
chr14-4005	chr14	74740773	74740927	+	9.15	0.9	7	10.86	2.22e-07	0.98
chr14-3241	chr14	74848231	74848385	+	9.15	0.692	9	6.32	1.85e-05	0.86
chr14-4014	chr14	75078083	75078237	+	9.15	0.9	7	9.43	6.95e-07	0.98
chr14-3604	chr14	79184173	79184327	+	9.15	0.818	8	5.93	3.03e-05	0.86
chr14-3612	chr14	98169286	98169440	+	9.15	0.769	8	7.28	6.13e-06	0.86
chr14-3275	chr14	100937460	100937614	+	9.15	0.882	9	5.53	5.14e-05	0.86
chr14-4059	chr14	103829218	103829372	+	9.15	0.9	7	6.77	1.09e-05	0.98
chr14-3284	chr14	104523181	104523335	+	9.15	0.667	9	5.28	7.32e-05	0.76
chr14-3642	chr14	118430868	118431022	+	9.15	0.9	8	10.28	3.48e-07	0.86
chr14-4081	chr14	120293202	120293356	+	9.15	0.727	7	6.06	2.58e-05	0.98
chr14-3670	chr14	8614611	8614765	+	8.13	0.889	7	42.62	3.17e-11	0.84
chr14-3681	chr14	16574325	16574479	+	8.13	0.889	7	6.02	7.49e-05	0.84
chr14-3724	chr14	26534826	26534980	+	8.13	0.615	7	7.52	1.59e-05	0.84
chr14-3727	chr14	26698048	26698202	+	8.13	0.818	7	18.27	2.17e-08	0.84
chr14-3728	chr14	26767323	26767477	+	8.13	0.7	7	7.52	1.59e-05	0.84
chr14-3738	chr14	30300383	30300537	+	8.13	0.818	7	9.65	2.41e-06	0.98
chr14-3419	chr14	36324492	36324646	+	8.13	0.909	8	10.44	1.37e-06	0.84
chr14-3784	chr14	41020958	41021112	+	8.13	0.583	7	13.46	2.13e-07	0.98
chr14-3425	chr14	44979493	44979647	+	8.13	0.889	8	6.47	4.53e-05	0.74
chr14-3797	chr14	46832508	46832662	+	8.13	0.889	7	7.41	1.76e-05	0.84
chr14-3451	chr14	51892301	51892455	+	8.13	0.8	8	8.25	7.35e-06	0.74
chr14-3824	chr14	51894373	51894527	+	8.13	0.889	7	8.12	8.23e-06	0.84
chr14-3827	chr14	52093704	52093858	+	8.13	0.889	7	7.52	1.59e-05	0.84
chr14-3849	chr14	55085096	55085250	+	8.13	0.714	7	7.31	1.95e-05	0.98
