chr	start	end	length	abs_summit	pileup	-log10(pvalue)	fold_enrichment	-log10(qvalue)	name
chr14	55585820	55585941	122	55585861	14.00	9.13181	5.42515	6.68046	macs2Out_peak_26938
chr14	55604970	55605080	111	55605034	9.00	6.38988	4.64166	4.06514	macs2Out_peak_26944
chr14	55629460	55629589	130	55629495	7.00	8.40048	5.93174	5.97408	macs2Out_peak_26945
chr14	55644487	55644605	119	55644561	14.00	8.95254	5.31839	6.50740	macs2Out_peak_26948
chr14	55659863	55659973	111	55659909	8.00	5.19191	4.01213	2.94322	macs2Out_peak_26949
chr14	55685965	55686099	135	55686029	14.00	9.02350	5.36059	6.57583	macs2Out_peak_26955
chr14	55698188	55698303	116	55698234	18.00	9.00507	4.62512	6.55820	macs2Out_peak_26959
chr14	55704107	55704597	491	55704364	7.00	6.73700	5.07228	4.39681	macs2Out_peak_26960
chr14	55705384	55705515	132	55705439	7.00	6.80021	5.10823	4.45735	macs2Out_peak_26961
chr14	55722242	55722367	126	55722312	20.00	9.24327	4.44012	6.78846	macs2Out_peak_26963
chr14	55746164	55746274	111	55746200	11.00	6.65736	4.48414	4.32089	macs2Out_peak_26970
chr14	55757712	55757822	111	55757761	5.00	4.45755	3.77762	2.27800	macs2Out_peak_26971
chr14	55781344	55781509	166	55781414	9.00	6.70276	4.84121	4.36442	macs2Out_peak_26977
chr14	55854521	55854716	196	55854615	8.00	8.63679	6.09220	6.20227	macs2Out_peak_26983
chr14	55855939	55856049	111	55855993	4.00	3.85696	3.38455	1.71710	macs2Out_peak_26984
chr14	55884976	55885153	178	55885066	13.00	6.90966	4.30332	4.56165	macs2Out_peak_26988
chr14	55918843	55918953	111	55918875	6.00	7.03765	5.19028	4.67190	macs2Out_peak_26990
chr14	56019617	56019727	111	56019636	7.00	8.40048	5.93174	5.97408	macs2Out_peak_26992
chr14	56091351	56091461	111	56091434	7.00	8.40048	5.93174	5.97408	macs2Out_peak_26996
chr14	56514925	56515035	111	56515002	7.00	8.40048	5.93174	5.97408	macs2Out_peak_27001
chr14	56571837	56572000	164	56571916	13.00	7.33756	4.55181	4.96073	macs2Out_peak_27004
chr14	56775356	56775466	111	56775395	10.00	7.63060	5.26870	5.24220	macs2Out_peak_27011
chr14	56778170	56778370	201	56778266	11.00	8.72550	5.77840	6.28808	macs2Out_peak_27012
chr14	56802721	56802831	111	56802774	6.00	7.03765	5.19028	4.67190	macs2Out_peak_27014
chr14	56811935	56812045	111	56811978	11.00	7.75741	5.17041	5.36462	macs2Out_peak_27015
chr14	56830696	56830806	111	56830724	5.00	5.73218	4.44881	3.43616	macs2Out_peak_27018
chr14	56833317	56833457	141	56833358	6.00	7.03765	5.19028	4.67190	macs2Out_peak_27019
chr14	56894238	56894354	117	56894254	8.00	8.46773	6.00200	6.03887	macs2Out_peak_27023
chr14	57295256	57295391	136	57295341	7.00	8.40048	5.93174	5.97408	macs2Out_peak_27030
chr14	57378307	57378417	111	57378343	7.00	8.23594	5.85523	5.82403	macs2Out_peak_27035
chr14	57380495	57380620	126	57380551	8.00	9.51580	6.53405	7.05112	macs2Out_peak_27036
chr14	57398555	57398682	128	57398642	8.00	5.51460	4.22099	3.24895	macs2Out_peak_27039
chr14	57543764	57543874	111	57543816	8.00	7.86269	5.66644	5.46500	macs2Out_peak_27048
chr14	57581563	57581683	121	57581628	10.00	8.80744	6.00273	6.36741	macs2Out_peak_27051
chr14	57718334	57718482	149	57718424	6.00	7.03765	5.19028	4.67190	macs2Out_peak_27061
chr14	57730443	57730561	119	57730495	16.00	8.48438	4.68229	6.05518	macs2Out_peak_27063
chr14	57881916	57882026	111	57881988	5.00	5.39579	4.28694	3.13579	macs2Out_peak_27074
chr14	58075942	58076136	195	58076032	9.00	8.32443	5.84659	5.90963	macs2Out_peak_27084
chr14	58203407	58203517	111	58203476	12.00	7.11294	4.59121	4.74447	macs2Out_peak_27086
chr14	58658659	58658828	170	58658728	6.00	7.03765	5.19028	4.67190	macs2Out_peak_27091
chr14	59201495	59201614	120	59201572	12.00	8.97401	5.73850	6.52839	macs2Out_peak_27096
chr14	59237987	59238108	122	59238013	7.00	7.85550	5.67094	5.45858	macs2Out_peak_27099
chr14	59284791	59284901	111	59284842	6.00	7.03765	5.19028	4.67190	macs2Out_peak_27101
chr14	59393569	59393679	111	59393585	6.00	6.80785	5.08204	4.46415	macs2Out_peak_27105
chr14	59504960	59505076	117	59505013	6.00	6.06595	4.70304	3.75556	macs2Out_peak_27110
chr14	59557172	59557330	159	59557223	13.00	9.25162	5.70474	6.79629	macs2Out_peak_27112
chr14	59597871	59598034	164	59597936	10.00	9.73293	6.55894	7.26139	macs2Out_peak_27116
chr14	59760863	59760973	111	59760917	7.00	8.40048	5.93174	5.97408	macs2Out_peak_27119
chr14	59837670	59837780	111	59837712	6.00	6.98376	5.16529	4.63255	macs2Out_peak_27120
chr14	59838092	59838211	120	59838101	6.00	6.98376	5.16529	4.63255	macs2Out_peak_27121
chr14	59964666	59964805	140	59964723	10.00	9.05169	6.15178	6.60321	macs2Out_peak_27123
chr14	59967995	59968156	162	59968088	10.00	8.86717	6.03931	6.42526	macs2Out_peak_27124
chr14	60016040	60016150	111	60016104	7.00	8.40048	5.93174	5.97408	macs2Out_peak_27128
chr14	60075874	60075987	114	60075899	7.00	8.40048	5.93174	5.97408	macs2Out_peak_27129
chr14	60129767	60129877	111	60129797	7.00	8.40048	5.93174	5.97408	macs2Out_peak_27130
chr14	60177745	60177866	122	60177818	7.00	8.40048	5.93174	5.97408	macs2Out_peak_27131
chr14	60224519	60224629	111	60224599	5.00	5.73218	4.44881	3.43616	macs2Out_peak_27135
chr14	60252023	60252162	140	60252066	11.00	7.87723	5.24567	5.47919	macs2Out_peak_27137
chr14	60528063	60528248	186	60528155	9.00	9.68015	6.61989	7.20994	macs2Out_peak_27151
chr14	60712362	60712552	191	60712452	9.00	8.94337	6.20925	6.49833	macs2Out_peak_27157
chr14	60727288	60727404	117	60727336	8.00	7.79394	5.62711	5.39919	macs2Out_peak_27160
chr14	60728971	60729088	118	60729041	10.00	8.41191	5.75856	5.98513	macs2Out_peak_27161
chr14	60750088	60750198	111	60750132	12.00	6.40196	4.16653	4.07700	macs2Out_peak_27167
chr14	60771298	60771474	177	60771390	8.00	9.40682	6.48181	6.94605	macs2Out_peak_27174
chr14	60776073	60776188	116	60776142	5.00	5.46509	4.32121	3.20153	macs2Out_peak_27175
chr14	61167715	61167825	111	61167750	6.00	5.93919	4.63392	3.63396	macs2Out_peak_27181
chr14	61289121	61289243	123	61289165	7.00	7.76711	5.62667	5.37337	macs2Out_peak_27185
chr14	61314458	61314624	167	61314530	21.00	6.82477	3.30281	4.48080	macs2Out_peak_27190
chr14	61320727	61320964	238	61320749	11.00	6.01972	4.09361	3.71110	macs2Out_peak_27191
chr14	61360303	61360636	334	61360441	9.00	7.96139	5.62746	5.56004	macs2Out_peak_27196
chr14	61362087	61362197	111	61362125	9.00	8.07857	5.69866	5.67275	macs2Out_peak_27198
chr14	61462379	61462521	143	61462447	7.00	7.94643	5.71592	5.54579	macs2Out_peak_27205
chr14	61471791	61471905	115	61471865	8.00	7.72653	5.58833	5.33456	macs2Out_peak_27206
chr14	61472111	61472235	125	61472183	7.00	6.11709	4.70782	3.80439	macs2Out_peak_27207
chr14	61498327	61498498	172	61498415	7.00	5.69138	4.44642	3.41554	macs2Out_peak_27211
chr14	61524104	61524264	161	61524176	12.00	8.97401	5.73850	6.52839	macs2Out_peak_27216
chr14	61619769	61619880	112	61619798	6.00	6.33894	4.84765	4.01614	macs2Out_peak_27225
chr14	61631546	61631656	111	61631592	5.00	5.73218	4.44881	3.43616	macs2Out_peak_27226
chr14	61689417	61689559	143	61689472	15.00	9.42820	5.39684	6.96654	macs2Out_peak_27239
chr14	61757565	61757718	154	61757633	12.00	7.96568	5.11227	5.56414	macs2Out_peak_27250
chr14	61789177	61789326	150	61789269	10.00	8.25343	5.65989	5.84118	macs2Out_peak_27255
chr14	61854200	61854310	111	61854263	5.00	5.32850	4.25321	3.07225	macs2Out_peak_27262
chr14	61928725	61928835	111	61928792	8.00	7.46938	5.43840	5.08727	macs2Out_peak_27267
chr14	61947547	61947657	111	61947611	6.00	5.93919	4.63392	3.63396	macs2Out_peak_27270
chr14	62001741	62001895	155	62001798	8.00	8.63679	6.09220	6.20227	macs2Out_peak_27273
chr14	62095938	62096048	111	62096027	6.00	7.03765	5.19028	4.67190	macs2Out_peak_27280
chr14	62102908	62103018	111	62102976	7.00	8.40048	5.93174	5.97408	macs2Out_peak_27281
chr14	62118849	62118976	128	62118916	14.00	9.39369	5.58202	6.93367	macs2Out_peak_27282
chr14	62163012	62163122	111	62163047	8.00	5.54881	4.24308	3.28067	macs2Out_peak_27289
chr14	62165104	62165255	152	62165170	10.00	7.63060	5.26870	5.24220	macs2Out_peak_27290
chr14	62172691	62172801	111	62172741	7.00	6.93068	5.18168	4.58191	macs2Out_peak_27291
chr14	62193537	62193685	149	62193596	7.00	8.33858	5.90319	5.92296	macs2Out_peak_27294
chr14	62221143	62221253	111	62221154	5.00	5.68629	4.42739	3.41113	macs2Out_peak_27295
chr14	62329630	62329814	185	62329732	12.00	7.78836	5.00308	5.39430	macs2Out_peak_27305
chr14	62339873	62340009	137	62339922	10.00	9.17940	6.22912	6.72647	macs2Out_peak_27307
chr14	62492568	62492678	111	62492650	7.00	8.40048	5.93174	5.97408	macs2Out_peak_27312
chr14	62515184	62515294	111	62515220	5.00	5.73218	4.44881	3.43616	macs2Out_peak_27313
chr14	62555790	62555900	111	62555832	7.00	8.33858	5.90319	5.92296	macs2Out_peak_27315
chr14	62559389	62559501	113	62559424	8.00	8.30640	5.91444	5.89205	macs2Out_peak_27316
chr14	62665346	62665555	210	62665450	8.00	9.30103	6.43041	6.84382	macs2Out_peak_27321
chr14	62680578	62680729	152	62680671	7.00	8.04004	5.76161	5.63574	macs2Out_peak_27323
chr14	62735794	62735939	146	62735850	6.00	7.03765	5.19028	4.67190	macs2Out_peak_27326
chr14	62750698	62750808	111	62750715	4.00	4.49273	3.70734	2.27982	macs2Out_peak_27327
chr14	62785512	62785625	114	62785547	6.00	6.33894	4.84765	4.01614	macs2Out_peak_27331
chr14	62789457	62789567	111	62789518	6.00	6.06595	4.70304	3.75556	macs2Out_peak_27332
chr14	62837097	62837280	184	62837166	24.00	7.57566	3.33622	5.18996	macs2Out_peak_27336
chr14	62931642	62931752	111	62931708	6.00	7.03765	5.19028	4.67190	macs2Out_peak_27348
chr14	63137933	63138043	111	63137990	15.00	9.64080	5.52086	7.17222	macs2Out_peak_27368
chr14	63148592	63148907	316	63148746	18.00	9.31201	4.78011	6.85425	macs2Out_peak_27371
chr14	63178072	63178188	117	63178150	9.00	7.84775	5.55803	5.45156	macs2Out_peak_27374
chr14	63178480	63178590	111	63178518	8.00	6.74707	5.00222	4.40626	macs2Out_peak_27375
chr14	63207256	63207366	111	63207329	6.00	7.03765	5.19028	4.67190	macs2Out_peak_27381
chr14	63269762	63269882	121	63269823	8.00	9.51580	6.53405	7.05112	macs2Out_peak_27382
chr14	63348756	63348866	111	63348809	7.00	8.40048	5.93174	5.97408	macs2Out_peak_27383
chr14	63467808	63467918	111	63467845	7.00	8.40048	5.93174	5.97408	macs2Out_peak_27387
chr14	63540941	63541051	111	63540986	12.00	9.20499	5.88262	6.75089	macs2Out_peak_27388
chr14	63555559	63555719	161	63555612	5.00	5.61021	4.39142	3.33868	macs2Out_peak_27391
chr14	63795252	63795421	170	63795312	6.00	7.03765	5.19028	4.67190	macs2Out_peak_27393
chr14	63941837	63941951	115	63941859	7.00	5.60467	4.39223	3.33423	macs2Out_peak_27402
chr14	63942868	63942978	111	63942911	7.00	5.78076	4.50197	3.48224	macs2Out_peak_27403
chr14	63943094	63943237	144	63943181	8.00	6.84857	5.06472	4.50359	macs2Out_peak_27404
chr14	64133152	64133367	216	64133259	5.00	5.73218	4.44881	3.43616	macs2Out_peak_27409
chr14	64176777	64176937	161	64176870	8.00	9.00114	6.28097	6.55431	macs2Out_peak_27410
chr14	64212626	64212736	111	64212630	5.00	5.73218	4.44881	3.43616	macs2Out_peak_27414
chr14	64359895	64360019	125	64359959	10.00	9.65965	6.51582	7.19020	macs2Out_peak_27425
chr14	64365845	64365955	111	64365904	8.00	6.32542	4.73909	4.00384	macs2Out_peak_27426
chr14	64366978	64367117	140	64367030	7.00	5.43874	4.28770	3.17675	macs2Out_peak_27427
chr14	64368436	64368546	111	64368504	8.00	6.46003	4.82367	4.13235	macs2Out_peak_27428
chr14	64400826	64400950	125	64400871	8.00	6.95325	5.12879	4.60361	macs2Out_peak_27430
chr14	64401391	64401501	111	64401451	9.00	8.01952	5.66284	5.61628	macs2Out_peak_27431
chr14	64412899	64413009	111	64412933	6.00	6.00182	4.66822	3.69383	macs2Out_peak_27433
chr14	64419457	64419567	111	64419496	7.00	5.64770	4.41916	3.37453	macs2Out_peak_27435
chr14	64434248	64434358	111	64434280	6.00	7.03765	5.19028	4.67190	macs2Out_peak_27437
chr14	64465411	64465521	111	64465492	6.00	6.72392	5.04141	4.38445	macs2Out_peak_27443
chr14	64513917	64514027	111	64513970	7.00	8.40048	5.93174	5.97408	macs2Out_peak_27444
chr14	64520542	64520657	116	64520606	5.00	5.73218	4.44881	3.43616	macs2Out_peak_27445
chr14	64628182	64628294	113	64628216	14.00	7.19024	4.30243	4.81880	macs2Out_peak_27449
chr14	64638613	64638746	134	64638684	19.00	8.32059	4.15076	5.90618	macs2Out_peak_27452
chr14	64658841	64658992	152	64658949	15.00	7.15171	4.12914	4.78145	macs2Out_peak_27458
chr14	64734562	64734672	111	64734597	7.00	8.40048	5.93174	5.97408	macs2Out_peak_27466
chr14	64752832	64752959	128	64752907	9.00	8.94337	6.20925	6.49833	macs2Out_peak_27468
chr14	64753097	64753207	111	64753109	6.00	5.43361	4.34648	3.17208	macs2Out_peak_27469
chr14	64794876	64795048	173	64794980	13.00	9.33622	5.75682	6.87767	macs2Out_peak_27472
chr14	64843676	64843786	111	64843736	6.00	7.03765	5.19028	4.67190	macs2Out_peak_27476
chr14	64866978	64867123	146	64867040	13.00	9.59898	5.91891	7.13169	macs2Out_peak_27480
chr14	64910205	64910315	111	64910256	7.00	8.40048	5.93174	5.97408	macs2Out_peak_27485
chr14	64932698	64932834	137	64932729	7.00	6.43930	4.89986	4.11237	macs2Out_peak_27488
chr14	64934655	64934765	111	64934703	6.00	6.13165	4.73837	3.81811	macs2Out_peak_27489
chr14	64956743	64956859	117	64956796	8.00	8.72444	6.13832	6.28721	macs2Out_peak_27493
chr14	65020733	65020843	111	65020818	5.00	5.53653	4.35603	3.26928	macs2Out_peak_27498
chr14	65034294	65034404	111	65034331	5.00	5.73218	4.44881	3.43616	macs2Out_peak_27500
chr14	65098072	65098231	160	65098124	22.00	8.92888	4.04630	6.48453	macs2Out_peak_27504
chr14	65118270	65118380	111	65118309	7.00	6.43930	4.89986	4.11237	macs2Out_peak_27509
chr14	65150020	65150192	173	65150096	10.00	9.24474	6.26852	6.78968	macs2Out_peak_27510
chr14	65381116	65381226	111	65381191	8.00	5.95229	4.50225	3.64663	macs2Out_peak_27526
chr14	65381709	65381819	111	65381769	9.00	6.95697	5.00250	4.60708	macs2Out_peak_27527
chr14	65389696	65390000	305	65389800	8.00	9.19826	6.37981	6.74431	macs2Out_peak_27528
chr14	65562349	65562500	152	65562436	6.00	7.03765	5.19028	4.67190	macs2Out_peak_27532
chr14	65981691	65981801	111	65981734	6.00	7.03765	5.19028	4.67190	macs2Out_peak_27544
chr14	65982289	65982399	111	65982305	6.00	7.03765	5.19028	4.67190	macs2Out_peak_27545
chr14	66175800	66175910	111	66175828	7.00	5.96821	4.61734	3.66181	macs2Out_peak_27551
chr14	66208397	66208512	116	66208453	7.00	7.43644	5.45628	5.05544	macs2Out_peak_27560
chr14	66231033	66231238	206	66231136	18.00	7.46223	3.88064	5.08055	macs2Out_peak_27567
chr14	66240598	66240757	160	66240668	19.00	8.15727	4.07564	5.74838	macs2Out_peak_27570
chr14	66320517	66320678	162	66320593	8.00	8.81431	6.18514	6.37353	macs2Out_peak_27582
chr14	66323554	66323664	111	66323586	5.00	4.79803	3.97193	2.56938	macs2Out_peak_27583
chr14	66379747	66379879	133	66379811	6.00	6.89441	5.12333	4.54714	macs2Out_peak_27586
chr14	66380018	66380129	112	66380069	7.00	8.13649	5.80804	5.72880	macs2Out_peak_27587
chr14	66475206	66475316	111	66475246	6.00	6.48649	4.92334	4.15748	macs2Out_peak_27590
chr14	66812362	66812480	119	66812465	7.00	7.76711	5.62667	5.37337	macs2Out_peak_27608
chr14	66905445	66905555	111	66905483	6.00	7.03765	5.19028	4.67190	macs2Out_peak_27617
chr14	66913891	66914001	111	66913938	7.00	8.40048	5.93174	5.97408	macs2Out_peak_27618
chr14	66983867	66984038	172	66983945	9.00	9.50404	6.52401	7.04023	macs2Out_peak_27626
chr14	66990587	66990739	153	66990650	14.00	8.84791	5.25633	6.40649	macs2Out_peak_27628
chr14	66990806	66990959	154	66990875	13.00	7.90430	4.88690	5.50557	macs2Out_peak_27629
chr14	67040227	67040340	114	67040268	8.00	8.63679	6.09220	6.20227	macs2Out_peak_27635
chr14	67043367	67043477	111	67043425	7.00	7.76711	5.62667	5.37337	macs2Out_peak_27636
chr14	67188437	67188581	145	67188487	11.00	9.71560	6.39352	7.24440	macs2Out_peak_27642
chr14	67211796	67211976	181	67211905	7.00	8.33858	5.90319	5.92296	macs2Out_peak_27645
chr14	67234638	67234748	111	67234690	6.00	7.03765	5.19028	4.67190	macs2Out_peak_27646
chr14	67433459	67433569	111	67433517	7.00	8.40048	5.93174	5.97408	macs2Out_peak_27648
chr14	67779668	67779779	112	67779741	7.00	8.40048	5.93174	5.97408	macs2Out_peak_27652
chr14	67803865	67803975	111	67803926	7.00	8.40048	5.93174	5.97408	macs2Out_peak_27653
chr14	67851819	67851933	115	67851904	6.00	7.03765	5.19028	4.67190	macs2Out_peak_27656
chr14	67920077	67920187	111	67920138	5.00	5.73218	4.44881	3.43616	macs2Out_peak_27664
chr14	67945494	67945691	198	67945584	5.00	4.96148	4.06146	2.72431	macs2Out_peak_27666
chr14	69104113	69104223	111	69104172	6.00	7.03765	5.19028	4.67190	macs2Out_peak_27675
chr14	69162028	69162145	118	69162048	8.00	9.40682	6.48181	6.94605	macs2Out_peak_27678
chr14	69162395	69162507	113	69162431	8.00	9.62816	6.58713	7.15988	macs2Out_peak_27679
chr14	69238351	69238482	132	69238388	8.00	9.09835	6.33000	6.64796	macs2Out_peak_27681
chr14	69279041	69279187	147	69279113	12.00	8.88471	5.68281	6.44193	macs2Out_peak_27688
chr14	69288790	69288981	192	69288932	17.00	5.41614	3.06493	3.15542	macs2Out_peak_27692
chr14	69344319	69344454	136	69344361	5.00	4.41293	3.75141	2.23666	macs2Out_peak_27697
chr14	69351010	69351146	137	69351047	7.00	7.94643	5.71592	5.54579	macs2Out_peak_27698
chr14	69377625	69377739	115	69377668	8.00	8.46773	6.00200	6.03887	macs2Out_peak_27699
chr14	69393143	69393257	115	69393191	7.00	8.33858	5.90319	5.92296	macs2Out_peak_27700
chr14	69393833	69393943	111	69393892	7.00	8.40048	5.93174	5.97408	macs2Out_peak_27701
chr14	69413403	69413544	142	69413472	10.00	5.82466	4.12758	3.52450	macs2Out_peak_27703
chr14	69555261	69555403	143	69555304	8.00	8.38614	5.95790	5.96900	macs2Out_peak_27716
chr14	69687477	69687715	239	69687507	6.00	5.70245	4.50161	3.42598	macs2Out_peak_27722
chr14	69707039	69707149	111	69707080	7.00	7.43644	5.45628	5.05544	macs2Out_peak_27725
chr14	69707262	69707372	111	69707300	7.00	7.51590	5.49790	5.13210	macs2Out_peak_27726
chr14	69824836	69825039	204	69824941	5.00	4.45755	3.77762	2.27800	macs2Out_peak_27737
chr14	69861071	69861209	139	69861140	8.00	6.36968	4.76695	4.04589	macs2Out_peak_27739
chr14	69862661	69862773	113	69862717	10.00	8.10089	5.56455	5.69445	macs2Out_peak_27741
chr14	69925955	69926065	111	69926013	7.00	8.40048	5.93174	5.97408	macs2Out_peak_27742
chr14	69979051	69979161	111	69979097	7.00	8.40048	5.93174	5.97408	macs2Out_peak_27743
chr14	70002488	70002716	229	70002567	8.00	8.22842	5.87161	5.81733	macs2Out_peak_27744
chr14	70003220	70003376	157	70003314	9.00	9.25384	6.38529	6.79800	macs2Out_peak_27745
chr14	70049664	70049806	143	70049743	10.00	7.09252	4.92809	4.72440	macs2Out_peak_27749
chr14	70060469	70060705	237	70060660	20.00	5.86856	3.01213	3.56721	macs2Out_peak_27754
chr14	70076727	70076837	111	70076816	13.00	7.59735	4.70462	5.21007	macs2Out_peak_27759
chr14	70096363	70096559	197	70096505	15.00	8.74369	5.00344	6.30567	macs2Out_peak_27761
chr14	70168103	70168231	129	70168134	6.00	6.89441	5.12333	4.54714	macs2Out_peak_27769
chr14	70212788	70212927	140	70212838	12.00	7.55144	4.85782	5.16617	macs2Out_peak_27774
chr14	70283650	70283760	111	70283719	7.00	8.13649	5.80804	5.72880	macs2Out_peak_27778
chr14	70289454	70289590	137	70289530	7.00	6.93068	5.18168	4.58191	macs2Out_peak_27779
chr14	70311715	70311861	147	70311797	16.00	8.84220	4.87609	6.40085	macs2Out_peak_27782
chr14	70330078	70330188	111	70330116	14.00	7.44302	4.44392	5.06193	macs2Out_peak_27784
chr14	70392887	70393022	136	70392932	19.00	8.70554	4.33032	6.26914	macs2Out_peak_27792
chr14	70520270	70520380	111	70520298	6.00	6.98376	5.16529	4.63255	macs2Out_peak_27798
chr14	70538170	70538287	118	70538214	7.00	7.68113	5.58308	5.29079	macs2Out_peak_27799
chr14	70541070	70541238	169	70541166	10.00	8.80744	6.00273	6.36741	macs2Out_peak_27800
chr14	70551804	70551980	177	70551881	9.00	8.01952	5.66284	5.61628	macs2Out_peak_27803
chr14	70576883	70577117	235	70577064	12.00	7.89391	5.06803	5.49563	macs2Out_peak_27805
chr14	70582966	70583089	124	70583029	9.00	7.37540	5.26565	4.99677	macs2Out_peak_27808
chr14	70604693	70604803	111	70604783	6.00	5.14391	4.17387	2.89704	macs2Out_peak_27811
chr14	70629598	70629708	111	70629643	7.00	8.40048	5.93174	5.97408	macs2Out_peak_27812
chr14	70800518	70800667	150	70800566	12.00	7.32665	4.72075	4.95011	macs2Out_peak_27829
chr14	70828239	70828362	124	70828313	7.00	7.28333	5.37490	4.90823	macs2Out_peak_27832
chr14	70850752	70850933	182	70850846	8.00	8.72444	6.13832	6.28721	macs2Out_peak_27835
chr14	70860762	70860880	119	70860809	7.00	8.40048	5.93174	5.97408	macs2Out_peak_27836
chr14	70961211	70961355	145	70961271	10.00	8.86717	6.03931	6.42526	macs2Out_peak_27841
chr14	70963688	70963798	111	70963726	8.00	6.79743	5.03328	4.45503	macs2Out_peak_27842
chr14	70994410	70994591	182	70994496	6.00	7.03765	5.19028	4.67190	macs2Out_peak_27843
chr14	72611689	72611815	127	72611737	5.00	5.68629	4.42739	3.41113	macs2Out_peak_27859
chr14	72686419	72686529	111	72686487	17.00	7.83080	4.18926	5.43521	macs2Out_peak_27865
chr14	72691551	72691692	142	72691619	13.00	7.53833	4.66978	5.15347	macs2Out_peak_27867
chr14	72698315	72698429	115	72698395	8.00	9.19826	6.37981	6.74431	macs2Out_peak_27868
chr14	72700206	72700325	120	72700268	6.00	6.33894	4.84765	4.01614	macs2Out_peak_27869
chr14	72708784	72708903	120	72708839	11.00	9.03173	5.96985	6.58379	macs2Out_peak_27870
chr14	72711406	72711528	123	72711453	11.00	9.59416	6.31878	7.12697	macs2Out_peak_27871
chr14	72753882	72753994	113	72753911	8.00	6.41454	4.79514	4.08859	macs2Out_peak_27875
chr14	72760001	72760120	120	72760064	5.00	5.07740	4.12343	2.83406	macs2Out_peak_27876
chr14	72821521	72821793	273	72821693	10.00	7.09252	4.92809	4.72440	macs2Out_peak_27883
chr14	72835114	72835253	140	72835207	7.00	7.06695	5.25728	4.69962	macs2Out_peak_27885
chr14	72835608	72835728	121	72835643	6.00	5.87800	4.60012	3.57522	macs2Out_peak_27886
chr14	72887875	72887995	121	72887922	9.00	8.19951	5.77167	5.78951	macs2Out_peak_27891
chr14	73054022	73054141	120	73054056	10.00	9.31112	6.30842	6.85340	macs2Out_peak_27897
chr14	73123826	73123949	124	73123907	14.00	9.31751	5.53628	6.85961	macs2Out_peak_27903
chr14	73138615	73138750	136	73138693	10.00	8.52109	5.82627	6.09071	macs2Out_peak_27905
chr14	73172259	73172382	124	73172315	20.00	8.11139	3.93251	5.70480	macs2Out_peak_27909
chr14	73179239	73179355	117	73179310	15.00	8.74369	5.00344	6.30567	macs2Out_peak_27912
chr14	73209415	73209525	111	73209459	7.00	5.64770	4.41916	3.37453	macs2Out_peak_27917
chr14	73211518	73211653	136	73211612	11.00	8.72550	5.77840	6.28808	macs2Out_peak_27918
chr14	73252835	73253072	238	73252907	9.00	7.27817	5.20481	4.90367	macs2Out_peak_27927
chr14	73253662	73253772	111	73253748	8.00	6.28176	4.71155	3.96139	macs2Out_peak_27928
chr14	73277903	73278013	111	73277989	6.00	6.26806	4.81067	3.94865	macs2Out_peak_27930
chr14	73289310	73289435	126	73289358	8.00	8.72444	6.13832	6.28721	macs2Out_peak_27932
chr14	73290064	73290214	151	73290156	8.00	8.72444	6.13832	6.28721	macs2Out_peak_27933
chr14	73300355	73300475	121	73300397	8.00	9.00114	6.28097	6.55431	macs2Out_peak_27934
chr14	73302523	73302633	111	73302554	5.00	5.01870	4.09221	2.77832	macs2Out_peak_27935
chr14	73316507	73316635	129	73316592	7.00	7.51590	5.49790	5.13210	macs2Out_peak_27936
chr14	73326120	73326236	117	73326182	12.00	8.26481	5.29726	5.85190	macs2Out_peak_27938
chr14	73339743	73339855	113	73339820	10.00	8.57679	5.86073	6.14476	macs2Out_peak_27942
chr14	73350114	73350224	111	73350197	9.00	8.94337	6.20925	6.49833	macs2Out_peak_27943
chr14	73370834	73370944	111	73370924	6.00	5.75968	4.53397	3.46226	macs2Out_peak_27945
chr14	73402214	73402324	111	73402272	11.00	6.65736	4.48414	4.32089	macs2Out_peak_27952
chr14	73416288	73416401	114	73416328	7.00	7.68113	5.58308	5.29079	macs2Out_peak_27956
chr14	73451784	73451936	153	73451878	7.00	5.60467	4.39223	3.33423	macs2Out_peak_27961
chr14	73461372	73461562	191	73461453	9.00	9.25384	6.38529	6.79800	macs2Out_peak_27962
chr14	73465619	73465882	264	73465825	7.00	6.86475	5.14469	4.51906	macs2Out_peak_27963
chr14	73474894	73475102	209	73475002	7.00	5.87298	4.55892	3.57099	macs2Out_peak_27965
chr14	73931221	73931351	131	73931270	7.00	8.40048	5.93174	5.97408	macs2Out_peak_27971
chr14	74588907	74589083	177	74588974	7.00	8.23594	5.85523	5.82403	macs2Out_peak_27977
chr14	74603250	74603390	141	74603310	7.00	8.40048	5.93174	5.97408	macs2Out_peak_27979
chr14	74611488	74611646	159	74611543	7.00	8.40048	5.93174	5.97408	macs2Out_peak_27980
chr14	74731918	74732092	175	74732011	14.00	9.24243	5.49129	6.78764	macs2Out_peak_27988
chr14	74741441	74741575	135	74741503	6.00	5.53786	4.40723	3.27008	macs2Out_peak_27991
chr14	74751293	74751443	151	74751336	6.00	5.93919	4.63392	3.63396	macs2Out_peak_27992
chr14	74835040	74835150	111	74835051	6.00	7.03765	5.19028	4.67190	macs2Out_peak_28000
chr14	74841803	74841913	111	74841859	7.00	8.40048	5.93174	5.97408	macs2Out_peak_28001
chr14	74882735	74882893	159	74882795	8.00	9.09835	6.33000	6.64796	macs2Out_peak_28005
chr14	74883402	74883512	111	74883444	5.00	5.39579	4.28694	3.13579	macs2Out_peak_28006
