PeakID	chr	start	end	strand	NormalizedTagCount	focusratio	findPeaksScore	FoldChangevsLocal	p-valuevsLocal	ClonalFoldChange
chr5-87	chr5	172410652	172410820	+	35.7	0.829	42.000000	37.31	1.42e-60	0.98
chr6-164	chr6	2903494	2903662	+	35.7	0.682	43.000000	21.02	2.56e-48	0.98
chr6-220	chr6	16238646	16238814	+	35.7	0.731	40.000000	14.63	9.61e-41	1.03
chr6-126	chr6	32939357	32939525	+	35.7	0.803	47.000000	5.86	1.05e-22	0.90
chr6-263	chr6	44934606	44934774	+	35.7	0.917	38.000000	35.96	8.80e-60	1.09
chr6-296	chr6	139969630	139969798	+	35.7	0.823	37.000000	24.07	3.45e-51	1.12
chr6-217	chr6	151187412	151187580	+	35.7	0.716	41.000000	13.95	9.33e-40	0.98
chr6-117	chr6	158980951	158981119	+	35.7	0.732	49.000000	16.96	8.25e-44	0.88
chr7-96	chr7	644125	644293	+	35.7	0.803	49.000000	14.01	7.47e-40	0.88
chr7-120	chr7	35734597	35734765	+	35.7	0.648	46.000000	20.58	7.08e-48	0.90
chr7-104	chr7	43623107	43623275	+	35.7	0.741	48.000000	18.77	6.17e-46	0.90
chr7-98	chr7	44187156	44187324	+	35.7	0.787	49.000000	17.66	1.17e-44	0.84
chr7-144	chr7	73668714	73668882	+	35.7	0.613	44.000000	18.77	6.17e-46	0.94
chr7-115	chr7	75368694	75368862	+	35.7	0.633	47.000000	13.15	1.52e-38	0.90
chr7-145	chr7	89975863	89976031	+	35.7	0.879	44.000000	36.40	4.82e-60	0.94
chr7-122	chr7	91764029	91764197	+	35.7	0.619	46.000000	12.65	9.50e-38	0.90
chr7-124	chr7	100209897	100210065	+	35.7	0.800	46.000000	19.51	9.59e-47	0.92
chr7-125	chr7	102105383	102105551	+	35.7	0.594	46.000000	12.49	1.72e-37	0.90
chr7-127	chr7	106810180	106810348	+	35.7	0.732	46.000000	11.70	3.59e-36	0.94
chr7-128	chr7	120628647	120628815	+	35.7	0.833	46.000000	13.32	8.11e-39	0.90
chr7-185	chr7	128502756	128502924	+	35.7	0.753	41.000000	10.93	8.60e-35	1.03
chr7-151	chr7	137647786	137647954	+	35.7	0.735	44.000000	11.14	3.64e-35	0.94
chr7-187	chr7	140396789	140396957	+	35.7	0.638	41.000000	12.13	6.67e-37	0.98
chr7-188	chr7	141251045	141251213	+	35.7	0.720	41.000000	24.46	1.56e-51	1.01
chr7-153	chr7	148581634	148581802	+	35.7	0.565	44.000000	8.55	6.64e-30	0.96
chr7-95	chr7	158649185	158649353	+	35.7	0.606	50.000000	11.80	2.48e-36	0.84
chr8-55	chr8	11736975	11737143	+	35.7	0.937	42.000000	28.16	1.57e-54	0.96
chr8-40	chr8	67976450	67976618	+	35.7	0.737	47.000000	18.09	3.69e-45	0.90
chr8-49	chr8	103876387	103876555	+	35.7	0.682	44.000000	13.44	5.31e-39	0.96
chr9-95	chr9	124132659	124132827	+	35.7	0.723	43.000000	17.98	4.94e-45	0.96
chr9-81	chr9	125138384	125138552	+	35.7	0.902	45.000000	19.64	6.98e-47	0.92
chr9-75	chr9	135230542	135230710	+	35.7	0.809	47.000000	22.27	1.52e-49	0.88
chr9-106	chr9	140172142	140172310	+	35.7	0.643	42.000000	8.86	1.36e-30	0.96
chr9-91	chr9	140473333	140473501	+	35.7	0.646	44.000000	15.07	2.32e-41	0.92
chr10-68	chr10	5488473	5488641	+	35.7	0.849	45.000000	21.17	1.82e-48	0.92
chr10-70	chr10	75532623	75532791	+	35.7	0.612	45.000000	8.91	1.04e-30	0.90
chr10-71	chr10	75757494	75757662	+	35.7	0.653	45.000000	10.02	4.94e-33	0.96
chr10-67	chr10	81965365	81965533	+	35.7	0.769	46.000000	13.63	2.79e-39	0.90
chr11-69	chr11	61735136	61735304	+	35.7	0.711	45.000000	8.36	1.85e-29	0.92
chr11-100	chr11	65274597	65274765	+	35.7	0.673	41.000000	6.69	3.55e-25	1.09
chr11-85	chr11	65403745	65403913	+	35.7	0.836	42.000000	11.52	7.42e-36	0.96
chr11-71	chr11	67351059	67351227	+	35.7	0.704	45.000000	16.77	1.42e-43	0.92
chr11-127	chr11	114086686	114086854	+	35.7	0.875	39.000000	22.11	2.19e-49	1.06
chr11-89	chr11	118758552	118758720	+	35.7	0.883	42.000000	25.73	1.31e-52	0.98
chr12-42	chr12	58176486	58176654	+	35.7	0.900	49.000000	32.80	8.40e-58	0.88
chr12-59	chr12	109085443	109085611	+	35.7	0.900	46.000000	17.98	4.94e-45	0.90
chr12-121	chr12	114370765	114370933	+	35.7	0.794	38.000000	22.61	7.32e-50	1.06
chr15-73	chr15	69284153	69284321	+	35.7	0.914	39.000000	51.46	1.51e-67	1.03
chr15-50	chr15	75230416	75230584	+	35.7	0.670	43.000000	16.86	1.08e-43	0.98
chr15-45	chr15	91445103	91445271	+	35.7	0.692	44.000000	11.61	5.17e-36	0.98
chr16-80	chr16	30669291	30669459	+	35.7	0.602	44.000000	10.81	1.43e-34	0.94
chr16-62	chr16	30825660	30825828	+	35.7	0.773	48.000000	34.71	5.12e-59	0.86
chr16-89	chr16	88772751	88772919	+	35.7	0.556	43.000000	11.18	3.06e-35	0.96
chr16-72	chr16	88803869	88804037	+	35.7	0.686	46.000000	8.41	1.43e-29	0.90
chr17-99	chr17	74410741	74410909	+	35.7	0.817	43.000000	29.85	8.87e-56	0.98
chr18-18	chr18	12407748	12407916	+	35.7	0.663	48.000000	20.44	9.89e-48	0.90
chr19-84	chr19	8373083	8373251	+	35.7	0.590	48.000000	13.38	6.56e-39	0.92
chr19-122	chr19	10397639	10397807	+	35.7	0.730	43.000000	5.56	1.01e-21	1.01
chr19-133	chr19	17716977	17717145	+	35.7	0.598	42.000000	15.46	6.84e-42	0.98
chr19-505	chr19	36066639	36066807	+	35.7	0.950	29.000000	74.62	1.21e-75	1.68
chr19-76	chr19	36630875	36631043	+	35.7	0.816	51.000000	19.26	1.80e-46	0.86
chr19-108	chr19	41129895	41130063	+	35.7	0.867	45.000000	19.77	5.07e-47	0.94
chr19-83	chr19	45972501	45972669	+	35.7	0.768	49.000000	12.98	2.82e-38	0.86
chr19-94	chr19	47776771	47776939	+	35.7	0.673	47.000000	8.15	5.65e-29	0.92
chr20-26	chr20	278008	278176	+	35.7	0.675	47.000000	21.02	2.56e-48	0.88
chr20-29	chr20	1099088	1099256	+	35.7	0.803	45.000000	29.85	8.87e-56	0.94
chr20-28	chr20	48915344	48915512	+	35.7	0.938	46.000000	24.46	1.56e-51	0.88
chr21-33	chr21	31014403	31014571	+	35.7	0.831	41.000000	18.65	8.35e-46	1.01
chr21-20	chr21	46487498	46487666	+	35.7	0.951	50.000000	24.07	3.45e-51	0.82
chr22-99	chr22	23470640	23470808	+	35.7	0.675	44.000000	6.35	3.44e-24	0.92
chr22-96	chr22	42228724	42228892	+	35.7	0.716	45.000000	16.58	2.43e-43	0.94
chrX-15	chrX	38663296	38663464	+	35.7	0.644	46.000000	10.29	1.41e-33	0.90
chr1-248	chr1	8939244	8939412	+	35.0	0.791	45.000000	7.85	1.06e-27	0.88
chr1-232	chr1	16212922	16213090	+	35.0	0.894	46.000000	25.90	9.60e-52	0.88
chr1-165	chr1	21985743	21985911	+	35.0	0.698	51.000000	15.56	3.10e-41	0.82
chr1-281	chr1	21995855	21996023	+	35.0	0.732	44.000000	8.31	8.31e-29	0.92
chr1-301	chr1	23671133	23671301	+	35.0	0.633	43.000000	12.61	5.47e-37	0.94
chr1-236	chr1	28696186	28696354	+	35.0	0.576	46.000000	14.49	8.90e-40	0.86
chr1-256	chr1	41826787	41826955	+	35.0	0.775	45.000000	12.40	1.20e-36	0.90
chr1-368	chr1	51701820	51701988	+	35.0	0.789	41.000000	18.29	1.56e-44	0.97
chr1-407	chr1	57684480	57684648	+	35.0	0.836	40.000000	38.00	8.22e-60	0.99
chr1-288	chr1	70671252	70671420	+	35.0	0.906	44.000000	33.25	5.42e-57	0.90
chr1-372	chr1	85690866	85691034	+	35.0	0.878	41.000000	24.59	1.15e-50	1.07
chr1-261	chr1	114889189	114889357	+	35.0	0.843	45.000000	23.41	1.22e-49	0.97
chr1-241	chr1	153939731	153939899	+	35.0	0.687	46.000000	12.09	3.82e-36	0.88
chr1-345	chr1	156890241	156890409	+	35.0	0.724	42.000000	24.80	7.70e-51	0.94
chr1-376	chr1	160016385	160016553	+	35.0	0.806	41.000000	43.67	9.26e-63	0.97
chr1-347	chr1	162356218	162356386	+	35.0	0.808	42.000000	14.70	4.43e-40	0.97
chr1-215	chr1	202896263	202896431	+	35.0	0.705	48.000000	25.01	5.11e-51	0.88
chr1-244	chr1	225965310	225965478	+	35.0	0.797	46.000000	18.52	8.60e-45	0.90
chr1-354	chr1	228270242	228270410	+	35.0	0.617	42.000000	10.76	7.97e-34	0.94
chr2-82	chr2	7005905	7006073	+	35.0	0.716	45.000000	18.88	3.47e-45	0.88
chr2-109	chr2	65662877	65663045	+	35.0	0.836	43.000000	6.87	3.36e-25	0.92
chr2-64	chr2	73402856	73403024	+	35.0	0.699	48.000000	25.23	3.39e-51	0.82
chr2-95	chr2	74699769	74699937	+	35.0	0.938	44.000000	26.85	1.69e-52	0.90
chr2-223	chr2	84178511	84178679	+	35.0	0.794	35.000000	29.86	9.97e-55	1.16
chr2-77	chr2	131113514	131113682	+	35.0	0.756	46.000000	17.63	8.89e-44	0.92
chr2-59	chr2	178977034	178977202	+	35.0	0.778	49.000000	20.90	2.75e-47	0.84
chr2-106	chr2	234763375	234763543	+	35.0	0.814	44.000000	21.20	1.38e-47	0.92
chr3-93	chr3	9791393	9791561	+	35.0	0.690	44.000000	14.07	3.48e-39	0.94
chr3-67	chr3	13692017	13692185	+	35.0	0.703	48.000000	12.19	2.61e-36	0.84
chr3-112	chr3	44803125	44803293	+	35.0	0.768	42.000000	28.69	6.89e-54	0.94
chr3-126	chr3	47324268	47324436	+	35.0	0.682	40.000000	13.67	1.30e-38	0.99
chr3-103	chr3	141087184	141087352	+	35.0	0.862	43.000000	24.59	1.15e-50	0.94
chr3-92	chr3	149470233	149470401	+	35.0	0.831	45.000000	56.27	3.67e-68	0.90
chr3-88	chr3	193859500	193859668	+	35.0	0.682	46.000000	6.36	8.85e-24	0.88
chr3-81	chr3	195808981	195809149	+	35.0	0.638	47.000000	11.48	4.20e-35	0.90
chr4-26	chr4	37828137	37828305	+	35.0	0.726	45.000000	27.87	2.79e-53	0.90
chr4-37	chr4	139592805	139592973	+	35.0	0.873	43.000000	32.88	9.39e-57	0.97
chr5-56	chr5	53813414	53813582	+	35.0	0.822	47.000000	21.36	9.77e-48	0.86
chr5-108	chr5	77656213	77656381	+	35.0	0.757	39.000000	24.80	7.70e-51	1.04
chr5-74	chr5	134094232	134094400	+	35.0	0.706	44.000000	23.04	2.61e-49	0.90
chr5-65	chr5	141392596	141392764	+	35.0	0.811	45.000000	23.99	3.81e-50	0.92
chr5-66	chr5	145214958	145215126	+	35.0	0.730	45.000000	28.69	6.89e-54	0.90
chr5-67	chr5	158636579	158636747	+	35.0	0.764	45.000000	13.01	1.33e-37	0.90
chr5-76	chr5	176433757	176433925	+	35.0	0.750	44.000000	15.73	1.88e-41	0.92
chr5-47	chr5	176882389	176882557	+	35.0	0.577	50.000000	7.41	1.29e-26	0.86
chr6-118	chr6	2245830	2245998	+	35.0	0.621	48.000000	21.36	9.77e-48	0.88
chr6-141	chr6	3069111	3069279	+	35.0	0.716	45.000000	10.56	1.82e-33	0.92
chr6-181	chr6	28806726	28806894	+	35.0	0.821	42.000000	28.41	1.10e-53	0.94
chr6-147	chr6	31830719	31830887	+	35.0	0.626	45.000000	9.92	3.14e-32	0.88
chr6-156	chr6	32122313	32122481	+	35.0	0.816	44.000000	13.74	1.05e-38	0.90
chr6-158	chr6	36561929	36562097	+	35.0	0.817	44.000000	15.01	1.72e-40	0.90
chr6-130	chr6	43337398	43337566	+	35.0	0.723	47.000000	16.53	1.83e-42	0.90
chr6-151	chr6	43737856	43738024	+	35.0	0.765	45.000000	8.17	1.75e-28	0.90
chr6-172	chr6	57036997	57037165	+	35.0	0.692	43.000000	14.27	1.77e-39	0.97
chr6-160	chr6	106773572	106773740	+	35.0	0.759	44.000000	23.04	2.61e-49	0.92
chr6-152	chr6	126277794	126277962	+	35.0	0.761	45.000000	20.32	1.05e-46	0.88
chr6-153	chr6	131949331	131949499	+	35.0	0.731	45.000000	28.69	6.89e-54	0.90
chr6-139	chr6	136610455	136610623	+	35.0	0.759	46.000000	12.14	3.16e-36	0.92
chr7-142	chr7	65447152	65447320	+	35.0	0.706	44.000000	21.84	3.40e-48	0.99
chr7-219	chr7	72976783	72976951	+	35.0	0.843	38.000000	16.53	1.83e-42	1.04
chr7-146	chr7	99070384	99070552	+	35.0	0.696	44.000000	19.00	2.55e-45	0.90
chr7-147	chr7	100076877	100077045	+	35.0	0.622	44.000000	8.98	2.77e-30	0.94
chr7-136	chr7	100202387	100202555	+	35.0	0.812	45.000000	10.53	2.15e-33	0.90
chr7-150	chr7	129074232	129074400	+	35.0	0.677	44.000000	11.17	1.45e-34	0.90
chr7-117	chr7	135718253	135718421	+	35.0	0.913	47.000000	28.41	1.10e-53	0.94
chr7-201	chr7	139025070	139025238	+	35.0	0.675	40.000000	13.80	8.43e-39	0.99
chr7-267	chr7	140022721	140022889	+	35.0	0.906	36.000000	25.01	5.11e-51	1.10
chr7-174	chr7	154861760	154861928	+	35.0	0.823	42.000000	27.35	6.94e-53	0.94
chr8-38	chr8	8860260	8860428	+	35.0	0.724	47.000000	25.90	9.60e-52	0.88
chr8-32	chr8	56685919	56686087	+	35.0	0.652	50.000000	16.82	8.18e-43	0.84
chr9-103	chr9	135874645	135874813	+	35.0	0.866	42.000000	7.60	4.23e-27	0.99
chr9-69	chr9	139258178	139258346	+	35.0	0.596	48.000000	7.02	1.34e-25	0.90
chr10-259	chr10	42365088	42365256	+	35.0	0.831	27.000000	15.73	1.88e-41	1.52
chr10-62	chr10	52384252	52384420	+	35.0	0.679	47.000000	8.15	1.98e-28	0.86
chr10-97	chr10	62738254	62738422	+	35.0	0.853	39.000000	15.82	1.46e-41	1.10
chr10-109	chr10	71075414	71075582	+	35.0	0.812	37.000000	7.35	1.79e-26	1.07
chr10-79	chr10	79793453	79793621	+	35.0	0.781	43.000000	17.31	2.07e-43	0.92
chr11-62	chr11	9336095	9336263	+	35.0	0.709	46.000000	19.77	3.87e-46	0.88
chr11-88	chr11	102212862	102213030	+	35.0	0.881	42.000000	25.45	2.23e-51	0.97
chr11-60	chr11	118901584	118901752	+	35.0	0.881	47.000000	23.79	5.64e-50	0.88
chr11-66	chr11	120206857	120207025	+	35.0	0.667	46.000000	13.80	8.43e-39	0.88
chr12-55	chr12	8123334	8123502	+	35.0	0.900	46.000000	66.50	9.92e-72	0.88
chr12-52	chr12	56498131	56498299	+	35.0	0.762	47.000000	19.77	3.87e-46	0.88
chr12-54	chr12	104850522	104850690	+	35.0	0.776	47.000000	15.90	1.13e-41	0.88
chr12-68	chr12	120907532	120907700	+	35.0	0.635	44.000000	17.11	3.60e-43	0.90
chr12-81	chr12	133071005	133071173	+	35.0	0.906	42.000000	12.83	2.45e-37	0.97
chr13-9	chr13	75149946	75150114	+	35.0	0.919	44.000000	88.67	6.78e-78	0.94
chr14-26	chr14	23615624	23615792	+	35.0	0.836	37.000000	22.34	1.15e-48	1.07
chr14-12	chr14	90863217	90863385	+	35.0	0.759	44.000000	24.59	1.15e-50	0.92
chr16-91	chr16	2529579	2529747	+	35.0	0.915	42.000000	16.35	3.10e-42	0.97
chr16-93	chr16	11198990	11199158	+	35.0	0.829	42.000000	16.72	1.07e-42	0.99
chr16-74	chr16	18813002	18813170	+	35.0	0.617	45.000000	15.99	8.76e-42	0.92
chr16-162	chr16	75077069	75077237	+	35.0	0.966	37.000000	35.26	3.17e-58	1.07
chr16-82	chr16	75551331	75551499	+	35.0	0.701	44.000000	20.61	5.40e-47	0.90
chr17-113	chr17	41382025	41382193	+	35.0	0.530	41.000000	15.56	3.10e-41	0.99
chr18-29	chr18	812306	812474	+	35.0	0.637	43.000000	7.97	5.21e-28	0.97
chr19-114	chr19	488968	489136	+	35.0	0.753	44.000000	14.07	3.48e-39	0.94
chr19-115	chr19	1240312	1240480	+	35.0	0.737	44.000000	6.85	3.71e-25	0.92
chr19-102	chr19	1275335	1275503	+	35.0	0.610	45.000000	6.49	3.83e-24	0.92
chr19-117	chr19	10230555	10230723	+	35.0	0.869	44.000000	19.91	2.80e-46	0.90
chr19-97	chr19	10527199	10527367	+	35.0	0.545	46.000000	7.62	3.77e-27	0.86
chr19-124	chr19	18530089	18530257	+	35.0	0.775	43.000000	6.17	3.14e-23	0.94
chr19-105	chr19	18705123	18705291	+	35.0	0.817	45.000000	11.61	2.45e-35	0.94
chr19-107	chr19	33864982	33865150	+	35.0	0.718	45.000000	16.91	6.23e-43	0.90
chr19-185	chr19	46009852	46010020	+	35.0	0.759	39.000000	11.52	3.51e-35	1.04
chr20-42	chr20	30795556	30795724	+	35.0	0.718	41.000000	18.88	3.47e-45	0.97
chr21-26	chr21	36260461	36260629	+	35.0	0.679	44.000000	5.27	2.16e-20	0.90
chrX-25	chrX	55041477	55041645	+	35.0	0.811	40.000000	42.41	3.90e-62	1.01
chrX-23	chrX	153163430	153163598	+	35.0	0.862	41.000000	37.04	2.86e-59	0.97
chr1-277	chr1	6673517	6673685	+	34.3	0.724	44.000000	9.40	1.35e-30	0.92
chr1-361	chr1	9687113	9687281	+	34.3	0.750	41.000000	15.67	1.40e-40	0.95
chr1-234	chr1	16533504	16533672	+	34.3	0.670	46.000000	8.24	4.23e-28	0.88
chr1-279	chr1	16678960	16679128	+	34.3	0.699	44.000000	19.25	1.05e-44	0.90
chr1-397	chr1	27019747	27019915	+	34.3	0.733	40.000000	5.54	7.23e-21	0.97
chr1-330	chr1	28585876	28586044	+	34.3	0.740	42.000000	11.61	1.16e-34	0.95
chr1-253	chr1	40505413	40505581	+	34.3	0.722	45.000000	8.61	6.27e-29	0.92
chr1-257	chr1	43423835	43424003	+	34.3	0.720	45.000000	8.26	3.74e-28	0.86
chr1-224	chr1	46269118	46269286	+	34.3	0.659	47.000000	20.34	8.01e-46	0.86
chr1-292	chr1	112298093	112298261	+	34.3	0.663	44.000000	18.15	1.59e-43	0.90
chr1-314	chr1	166845609	166845777	+	34.3	0.690	43.000000	21.24	1.05e-46	0.92
chr1-267	chr1	178994762	178994930	+	34.3	0.705	45.000000	9.99	9.28e-32	0.90
chr1-295	chr1	178995334	178995502	+	34.3	0.636	44.000000	9.89	1.47e-31	0.88
chr1-242	chr1	184020728	184020896	+	34.3	0.789	46.000000	23.13	1.96e-48	0.86
chr1-297	chr1	201122969	201123137	+	34.3	0.698	44.000000	15.76	1.09e-40	0.90
chr1-502	chr1	201547574	201547742	+	34.3	0.898	38.000000	17.07	2.73e-42	1.02
chr1-385	chr1	226992609	226992777	+	34.3	0.775	41.000000	24.30	1.91e-49	0.97
chr1-229	chr1	228353295	228353463	+	34.3	0.570	47.000000	9.02	8.42e-30	0.86
chr1-386	chr1	235667841	235668009	+	34.3	0.582	41.000000	10.13	4.99e-32	0.97
chr2-75	chr2	43154669	43154837	+	34.3	0.906	46.000000	15.76	1.09e-40	0.88
chr2-155	chr2	114647390	114647558	+	34.3	0.628	39.000000	15.59	1.80e-40	1.00
chr2-96	chr2	119981200	119981368	+	34.3	0.687	44.000000	20.34	8.01e-46	0.90
chr2-111	chr2	160568819	160568987	+	34.3	0.547	43.000000	12.05	2.19e-35	0.97
chr2-101	chr2	178128785	178128953	+	34.3	0.606	44.000000	4.98	4.98e-19	0.90
chr2-91	chr2	224809997	224810165	+	34.3	0.815	45.000000	33.74	3.47e-56	0.90
chr3-94	chr3	13526726	13526894	+	34.3	0.741	44.000000	17.49	8.95e-43	0.90
chr3-109	chr3	14473870	14474038	+	34.3	0.905	42.000000	15.25	4.83e-40	0.97
chr3-99	chr3	20227707	20227875	+	34.3	0.584	43.000000	18.99	1.94e-44	0.92
chr3-90	chr3	50577031	50577199	+	34.3	0.931	45.000000	35.85	1.93e-57	0.88
chr3-115	chr3	195920829	195920997	+	34.3	0.781	42.000000	14.13	1.62e-38	0.92
chr4-45	chr4	81064598	81064766	+	34.3	0.869	41.000000	31.51	8.87e-55	0.97
chr4-35	chr4	190861760	190861928	+	34.3	0.700	44.000000	21.72	3.67e-47	0.92
chr5-95	chr5	67599686	67599854	+	34.3	0.898	40.000000	30.51	4.13e-54	1.00
chr6-120	chr6	10747909	10748077	+	34.3	0.652	48.000000	20.78	2.93e-46	0.83
chr6-165	chr6	13712384	13712552	+	34.3	0.604	43.000000	10.47	1.19e-32	0.92
chr6-144	chr6	24720968	24721136	+	34.3	0.768	45.000000	14.56	4.11e-39	0.88
chr6-121	chr6	30881949	30882117	+	34.3	0.606	48.000000	14.20	1.29e-38	0.88
chr6-182	chr6	31620354	31620522	+	34.3	0.678	42.000000	11.52	1.66e-34	1.00
chr6-155	chr6	31865410	31865578	+	34.3	0.734	44.000000	6.99	4.63e-25	0.90
chr6-157	chr6	33167954	33168122	+	34.3	0.594	44.000000	7.79	4.68e-27	0.88
chr6-129	chr6	33422280	33422448	+	34.3	0.800	47.000000	22.58	6.02e-48	0.84
chr6-148	chr6	36391054	36391222	+	34.3	0.719	45.000000	16.77	6.17e-42	0.88
chr6-149	chr6	36628631	36628799	+	34.3	0.690	45.000000	24.10	2.84e-49	0.88
chr6-210	chr6	37070407	37070575	+	34.3	0.725	41.000000	8.80	2.49e-29	1.00
chr6-211	chr6	43484463	43484631	+	34.3	0.788	41.000000	18.15	1.59e-43	0.97
chr6-214	chr6	108879729	108879897	+	34.3	0.795	41.000000	6.46	1.30e-23	0.95
chr6-191	chr6	151711206	151711374	+	34.3	0.648	42.000000	9.10	5.57e-30	0.95
chr6-163	chr6	158463430	158463598	+	34.3	0.855	44.000000	11.42	2.38e-34	0.92
chr7-177	chr7	30800985	30801153	+	34.3	0.602	41.000000	19.51	5.58e-45	0.95
chr7-155	chr7	73153329	73153497	+	34.3	0.759	43.000000	13.03	6.26e-37	0.97
chr7-181	chr7	96746785	96746953	+	34.3	0.765	41.000000	26.07	7.00e-51	0.97
chr7-239	chr7	100183769	100183937	+	34.3	0.705	37.000000	11.70	8.05e-35	1.08
chr7-183	chr7	102715255	102715423	+	34.3	0.642	41.000000	17.70	5.07e-43	0.95
chr7-126	chr7	104654384	104654552	+	34.3	0.621	46.000000	4.04	1.43e-15	0.92
chr7-261	chr7	111078665	111078833	+	34.3	0.839	36.000000	30.19	6.83e-54	1.11
chr7-149	chr7	127032722	127032890	+	34.3	0.679	44.000000	12.10	1.81e-35	0.90
chr7-198	chr7	127983757	127983925	+	34.3	0.718	40.000000	21.89	2.57e-47	1.00
chr7-129	chr7	131012587	131012755	+	34.3	0.656	46.000000	14.56	4.11e-39	0.86
chr7-171	chr7	138145707	138145875	+	34.3	0.663	42.000000	10.13	4.99e-32	0.95
chr8-88	chr8	11799849	11800017	+	34.3	0.771	38.000000	32.59	1.80e-55	1.05
chr8-56	chr8	23385413	23385581	+	34.3	0.815	42.000000	10.66	5.25e-33	0.97
chr8-89	chr8	30670334	30670502	+	34.3	0.815	38.000000	28.11	1.98e-52	1.02
chr8-47	chr8	96145983	96146151	+	34.3	0.631	44.000000	14.13	1.62e-38	0.92
chr8-48	chr8	101322129	101322297	+	34.3	0.679	44.000000	12.47	4.68e-36	0.92
chr8-37	chr8	103822633	103822801	+	34.3	0.812	48.000000	5.90	5.42e-22	0.84
chr8-51	chr8	135844663	135844831	+	34.3	0.620	44.000000	16.87	4.71e-42	0.90
chr8-45	chr8	145653892	145654060	+	34.3	0.680	46.000000	8.72	3.71e-29	0.95
chr9-98	chr9	108409867	108410035	+	34.3	0.750	42.000000	24.94	5.69e-50	1.00
chr9-70	chr9	115095169	115095337	+	34.3	0.800	47.000000	16.02	5.08e-41	0.88
chr9-99	chr9	116163593	116163761	+	34.3	0.667	42.000000	18.50	6.55e-44	0.95
chr9-132	chr9	119228503	119228671	+	34.3	0.909	38.000000	9.43	1.17e-30	1.05
chr9-85	chr9	139334338	139334506	+	34.3	0.728	45.000000	11.80	5.57e-35	0.88
chr9-104	chr9	139481711	139481879	+	34.3	0.730	42.000000	10.70	4.45e-33	0.97
chr9-127	chr9	140024142	140024310	+	34.3	0.725	39.000000	19.25	1.05e-44	1.00
chr10-101	chr10	11643717	11643885	+	34.3	0.944	38.000000	27.05	1.22e-51	1.05
chr10-78	chr10	64892933	64893101	+	34.3	0.786	43.000000	18.27	1.19e-43	0.92
chr11-72	chr11	3078590	3078758	+	34.3	0.674	44.000000	17.07	2.73e-42	0.88
chr11-82	chr11	3876260	3876428	+	34.3	0.701	42.000000	13.72	6.09e-38	0.95
chr11-63	chr11	15671733	15671901	+	34.3	0.733	46.000000	37.24	3.12e-58	0.86
chr11-80	chr11	61739294	61739462	+	34.3	0.868	43.000000	10.54	8.60e-33	0.92
chr11-86	chr11	68039592	68039760	+	34.3	0.720	42.000000	14.20	1.29e-38	1.02
chr11-92	chr11	125495507	125495675	+	34.3	0.710	42.000000	18.62	4.85e-44	0.95
chr12-74	chr12	52430758	52430926	+	34.3	0.812	43.000000	18.99	1.94e-44	0.90
chr12-67	chr12	95397398	95397566	+	34.3	0.809	44.000000	50.31	1.70e-64	0.90
chr12-87	chr12	111806858	111807026	+	34.3	0.722	41.000000	24.72	8.55e-50	0.97
chr14-11	chr14	55518245	55518413	+	34.3	0.737	45.000000	25.38	2.49e-50	0.86
chr14-17	chr14	102970714	102970882	+	34.3	0.877	42.000000	13.34	2.21e-37	0.92
chr15-62	chr15	50552821	50552989	+	34.3	0.787	40.000000	12.41	5.69e-36	1.00
chr16-77	chr16	147033	147201	+	34.3	0.897	44.000000	19.38	7.65e-45	0.90
chr16-109	chr16	11066057	11066225	+	34.3	0.887	40.000000	32.22	3.09e-55	0.97
chr16-73	chr16	11349577	11349745	+	34.3	0.545	45.000000	8.06	1.13e-27	0.90
chr16-81	chr16	57496490	57496658	+	34.3	0.846	44.000000	29.56	1.83e-53	0.90
chr16-116	chr16	67313288	67313456	+	34.3	0.726	40.000000	18.50	6.55e-44	0.97
chr16-71	chr16	80004569	80004737	+	34.3	0.865	46.000000	14.41	6.52e-39	0.92
chr17-121	chr17	7738945	7739113	+	34.3	0.699	40.000000	13.09	5.09e-37	0.97
chr17-77	chr17	26926004	26926172	+	34.3	0.632	45.000000	15.01	9.98e-40	0.86
chr17-91	chr17	46048165	46048333	+	34.3	0.779	44.000000	18.87	2.64e-44	0.90
chr17-81	chr17	63052942	63053110	+	34.3	0.766	45.000000	20.63	4.11e-46	0.86
chr17-82	chr17	73120510	73120678	+	34.3	0.776	45.000000	24.51	1.28e-49	0.86
chr17-154	chr17	74068555	74068723	+	34.3	0.771	38.000000	20.05	1.54e-45	1.05
chr17-70	chr17	74267921	74268089	+	34.3	0.618	47.000000	8.22	4.79e-28	0.86
chr17-71	chr17	77805723	77805891	+	34.3	0.722	47.000000	6.33	3.00e-23	0.84
chr18-27	chr18	32821035	32821203	+	34.3	0.740	44.000000	19.51	5.58e-45	0.88
chr19-130	chr19	572412	572580	+	34.3	0.545	42.000000	6.01	2.52e-22	0.95
chr19-104	chr19	18415392	18415560	+	34.3	0.803	45.000000	12.52	3.84e-36	0.88
chr19-144	chr19	18682406	18682574	+	34.3	0.722	41.000000	20.34	8.01e-46	0.95
chr19-164	chr19	45582358	45582526	+	34.3	0.757	40.000000	12.63	2.58e-36	0.97
chr20-35	chr20	1447466	1447634	+	34.3	0.825	43.000000	28.11	1.98e-52	0.95
chr21-27	chr21	38738889	38739057	+	34.3	0.718	44.000000	7.35	5.58e-26	0.90
