chr	start	end	NumTags
chr15	69407171	69407251	12
chr15	69452831	69452931	40
chr15	69687051	69687091	21
chr15	69706491	69706811	23
chr15	69706951	69707191	17
chr15	69744811	69744871	14
chr15	69745091	69745151	20
chr15	69745531	69745571	18
chr15	69754991	69755151	30
chr15	70168571	70168611	19
chr15	70350391	70350451	12
chr15	70384271	70384471	16
chr15	70387871	70387911	13
chr15	70388131	70388191	16
chr15	70388691	70388891	14
chr15	70389651	70389751	26
chr15	70390031	70390351	45
chr15	70391071	70391131	24
chr15	70391491	70391531	18
chr15	70392051	70392111	47
chr15	70392931	70393211	25
chr15	70731911	70732031	17
chr15	70740411	70740451	268
chr15	70744651	70744791	13
chr15	72095291	72095331	12
chr15	72409891	72409931	12
chr15	72410291	72410911	36
chr15	72460951	72461051	12
chr15	72520951	72520991	32
chr15	72522491	72522531	13
chr15	72522831	72522871	45
chr15	72523371	72523411	30
chr15	72523631	72524131	47
chr15	72524391	72524451	12
chr15	72529891	72530011	17
chr15	72564811	72565271	38
chr15	72612171	72612211	12
chr15	72612591	72612631	21
chr15	72668191	72668691	32
chr15	72766431	72766731	35
chr15	72767351	72767651	24
chr15	72978391	72978571	30
chr15	73075851	73076271	32
chr15	73089311	73089631	19
chr15	73344311	73344351	13
chr15	73886191	73886231	16
chr15	73925111	73925271	15
chr15	73925851	73925891	36
chr15	73976751	73976791	14
chr15	74218831	74218931	13
chr15	74284171	74284651	52
chr15	74286751	74286911	17
chr15	74419851	74420091	17
chr15	74583911	74583991	12
chr15	74595291	74595351	13
chr15	74604631	74604691	12
chr15	74613051	74613111	12
chr15	74666031	74666891	19
chr15	74674911	74674971	16
chr15	74676151	74676231	12
chr15	74680411	74680471	12
chr15	74681571	74681631	15
chr15	74682071	74682111	125
chr15	74685011	74685051	13
chr15	74688851	74688891	13
chr15	74696391	74696451	13
chr15	74702951	74702991	14
chr15	74718031	74718091	13
chr15	74724691	74724731	13
chr15	74725711	74725891	20
chr15	74726071	74726471	37
chr15	74753271	74753531	30
chr15	74753791	74753911	17
chr15	74833331	74833371	16
chr15	74833611	74833771	18
chr15	74838671	74838711	279
chr15	74890811	74890931	26
chr15	74902851	74902891	51
chr15	74907051	74907491	38
chr15	74907731	74907771	14
chr15	74908011	74908231	47
chr15	74908411	74908451	16
chr15	74908811	74908851	12
chr15	74935851	74935911	13
chr15	74988291	74988411	14
chr15	75018451	75018511	14
chr15	75074311	75074351	27
chr15	75075651	75075711	14
chr15	75092631	75092691	25
chr15	75135251	75135291	34
chr15	75135491	75135531	67
chr15	75135731	75135791	25
chr15	75165551	75165611	33
chr15	75165851	75165931	13
chr15	75182411	75182571	37
chr15	75198691	75198731	12
chr15	75198911	75199491	48
chr15	75229891	75230271	31
chr15	75230491	75230551	55
chr15	75246951	75246991	60
chr15	75248651	75248691	26
chr15	75249091	75249631	24
chr15	75287771	75287811	31
chr15	75315911	75316131	35
chr15	75335351	75335651	18
chr15	75336171	75336211	34
chr15	75336951	75336991	15
chr15	75339171	75339211	12
chr15	75339871	75339931	14
chr15	75358471	75358511	80
chr15	75404811	75404851	13
chr15	75432611	75432831	22
chr15	75455711	75455751	22
chr15	75471011	75471051	24
chr15	75471331	75471391	14
chr15	75473031	75473171	12
chr15	75493991	75494051	23
chr15	75494271	75494331	45
chr15	75494511	75494691	21
chr15	75494871	75495191	28
chr15	75497231	75497291	26
chr15	75628351	75628451	14
chr15	75639531	75639951	29
chr15	75640231	75640331	23
chr15	75641451	75641511	12
chr15	75660411	75660991	61
chr15	75742951	75743511	31
chr15	75743811	75743851	13
chr15	75744491	75744531	21
chr15	75745131	75745191	12
chr15	75745611	75745651	14
chr15	75746271	75746431	40
chr15	75746691	75746751	32
chr15	75747011	75747071	14
chr15	75747271	75747311	20
chr15	75747491	75747531	12
chr15	75747991	75748091	28
chr15	75748391	75748551	21
chr15	75870851	75871271	21
chr15	75871531	75871751	28
chr15	75917711	75917751	24
chr15	75918111	75918451	48
chr15	75931991	75932591	31
chr15	75932971	75933031	13
chr15	75939751	75940091	20
chr15	75940271	75940371	24
chr15	75943831	75943931	28
chr15	75953411	75953511	13
chr15	75967031	75967171	12
chr15	75986791	75986891	21
chr15	75987131	75987171	39
chr15	76005031	76005191	12
chr15	76030711	76030831	17
chr15	76031091	76031631	24
chr15	76050851	76050891	19
chr15	76094631	76094831	16
chr15	76135311	76136471	35
chr15	76196191	76196431	59
chr15	76196711	76196991	13
chr15	76304751	76304831	13
chr15	76352391	76352531	13
chr15	76483231	76483271	14
chr15	76489011	76489071	13
chr15	76603871	76603911	48
chr15	76627571	76627731	15
chr15	76628831	76629091	36
chr15	76630071	76630111	25
chr15	76630331	76630811	21
chr15	76631531	76631571	13
chr15	77197471	77197831	28
chr15	77223971	77224211	45
chr15	77327691	77327731	13
chr15	77362791	77363571	28
chr15	77711771	77712011	25
chr15	77712431	77712591	24
chr15	77835811	77836031	17
chr15	77897051	77897211	13
chr15	77912711	77912851	28
chr15	77914971	77915031	12
chr15	77925411	77925531	14
chr15	77925811	77925991	40
chr15	78015171	78015211	14
chr15	78025451	78025491	14
chr15	78026931	78027031	12
chr15	78029831	78030051	18
chr15	78031311	78031351	12
chr15	78084551	78084711	13
chr15	78112811	78112851	13
chr15	78369731	78370091	16
chr15	78423671	78423831	31
chr15	78424031	78424211	19
chr15	78441511	78441551	27
chr15	78441811	78441891	24
chr15	78442191	78442231	19
chr15	78505031	78505091	19
chr15	78533511	78533691	19
chr15	78569111	78569171	13
chr15	78591971	78592051	62
chr15	78596131	78596171	20
chr15	78730371	78730411	28
chr15	78730691	78730911	19
chr15	78799931	78800231	26
chr15	78832651	78832691	28
chr15	78832971	78833071	26
chr15	78857211	78857591	15
chr15	78857911	78858131	24
chr15	78858291	78858351	12
chr15	79104271	79104431	15
chr15	79165171	79165211	19
chr15	79165511	79165591	16
chr15	79165951	79165991	51
chr15	79206611	79206651	13
chr15	79237191	79237731	23
chr15	79272131	79272171	14
chr15	79471411	79471471	15
chr15	79471631	79471791	15
chr15	79603151	79603191	14
chr15	79603571	79603711	16
chr15	80173671	80173711	13
chr15	80189071	80189511	40
chr15	80215251	80215311	12
chr15	80215591	80215911	30
chr15	80216111	80216271	26
chr15	80269811	80269851	13
chr15	80351231	80351291	12
chr15	80351651	80351951	41
chr15	80352111	80352171	21
chr15	80352331	80352591	28
chr15	80444691	80444771	13
chr15	80445411	80445471	15
chr15	80453031	80453071	16
chr15	80453331	80453371	17
chr15	81194831	81194871	39
chr15	81282111	81282171	31
chr15	81282471	81282571	12
chr15	81292871	81293031	26
chr15	81293311	81293351	33
chr15	81293511	81293571	17
chr15	81293731	81293891	35
chr15	81295231	81295271	17
chr15	81384651	81384731	14
chr15	81391631	81391671	19
chr15	81426511	81426691	14
chr15	81460051	81460091	14
chr15	81616431	81616491	23
chr15	81616711	81616771	23
chr15	82234671	82234791	28
chr15	82237391	82237491	14
chr15	82243271	82243311	13
chr15	82337091	82337271	12
chr15	82337531	82337591	16
chr15	82338091	82338131	22
chr15	82338571	82338611	39
chr15	82339131	82339671	41
chr15	82386411	82386451	13
chr15	82400911	82401011	12
chr15	82555031	82555191	35
chr15	82559631	82559711	17
chr15	83304711	83304791	17
chr15	83315051	83315191	16
chr15	83315411	83315731	13
chr15	83315911	83316431	49
chr15	83316731	83316971	19
chr15	83348911	83349091	15
chr15	83349331	83349391	29
chr15	83378051	83378691	21
chr15	83419091	83419271	17
chr15	83471411	83471571	21
chr15	83478371	83478431	25
chr15	83478591	83479131	21
chr15	83518431	83518511	119
chr15	83520311	83520411	12
chr15	83680091	83680491	44
chr15	83735631	83735671	26
chr15	83736091	83736131	58
chr15	83761351	83761451	20
chr15	83776011	83776351	21
chr15	83776711	83776811	14
chr15	83777351	83777391	18
chr15	83875691	83875731	12
chr15	83876111	83876231	17
chr15	83876431	83876471	14
chr15	83876791	83877071	20
chr15	84034431	84034471	12
chr15	84116151	84116391	23
chr15	84131571	84131651	22
chr15	84131811	84131851	37
chr15	85113451	85113511	14
chr15	85114171	85114311	24
chr15	85144091	85144151	19
chr15	85144431	85144571	25
chr15	85176691	85176751	28
chr15	85177091	85177351	13
chr15	85197351	85197531	35
chr15	85259251	85259511	34
chr15	85259691	85259751	21
chr15	85291211	85291391	18
chr15	85291611	85291671	16
chr15	85291891	85291931	25
chr15	85292151	85292311	14
chr15	85458391	85458431	15
chr15	85473271	85473431	26
chr15	85493811	85493971	22
chr15	85498711	85498891	17
chr15	85523611	85523811	41
chr15	85524051	85524091	34
chr15	85524571	85524611	81
chr15	85524791	85525371	29
chr15	85525731	85525791	22
chr15	85661471	85661591	24
chr15	86337871	86337911	14
chr15	86383971	86384031	14
chr15	88170251	88170291	14
chr15	88197091	88197151	15
chr15	88214611	88214651	16
chr15	88225951	88225991	12
chr15	88246711	88246751	12
chr15	88288171	88288231	24
chr15	89009231	89009271	13
chr15	89010531	89010571	28
chr15	89010951	89010991	24
chr15	89011171	89011211	17
chr15	89149031	89149071	13
chr15	89164531	89164911	34
chr15	89182111	89182431	51
chr15	89182711	89182751	15
chr15	89422151	89422191	15
chr15	89437651	89437831	16
chr15	89440731	89440771	24
chr15	89448151	89448211	12
chr15	89455751	89455811	13
chr15	89456291	89456331	27
chr15	89456531	89456591	23
chr15	89525731	89525871	19
chr15	89530431	89530471	16
chr15	89545631	89545791	13
chr15	89560711	89560911	17
chr15	89600871	89600911	13
chr15	89631731	89631791	41
chr15	89632371	89632411	13
chr15	89750231	89750291	19
chr15	89769951	89769991	13
chr15	89770171	89770211	16
chr15	89787071	89787111	33
chr15	89787391	89787451	14
chr15	89877591	89878171	34
chr15	89878431	89878471	13
chr15	89901931	89902191	29
chr15	89942751	89942931	15
chr15	89954831	89954871	17
chr15	89973951	89973991	33
chr15	90118871	90118911	26
chr15	90119191	90119251	16
chr15	90174591	90174631	12
chr15	90190531	90190651	17
chr15	90198771	90198831	16
chr15	90294111	90294411	33
chr15	90303711	90303751	15
chr15	90304131	90304171	19
chr15	90319691	90319951	27
chr15	90325431	90325471	16
chr15	90326811	90326871	22
chr15	90358191	90358431	56
chr15	90418351	90418451	12
chr15	90436991	90437451	36
chr15	90544671	90544711	13
chr15	90545351	90545391	19
chr15	90545771	90545811	20
chr15	90584071	90584111	12
chr15	90602851	90602911	29
chr15	90605271	90605331	12
chr15	90605531	90605571	17
chr15	90606351	90606411	13
chr15	90644651	90644691	14
chr15	90645151	90645191	12
chr15	90645631	90646051	35
chr15	90686591	90686631	76
chr15	90701451	90701611	29
chr15	90709091	90709151	25
chr15	90727191	90727531	16
chr15	90727791	90728011	25
chr15	90728211	90728391	28
chr15	90744351	90744771	30
chr15	90744951	90745011	17
chr15	90762911	90763011	16
chr15	90772431	90772471	13
chr15	90776711	90776751	17
chr15	90776971	90777231	29
chr15	90777491	90777531	30
chr15	90784751	90784811	29
chr15	90792651	90793051	30
chr15	90808631	90808671	12
chr15	90808971	90809011	28
chr15	90863551	90863611	17
chr15	90883691	90883831	12
chr15	90895131	90895171	15
chr15	90895511	90895671	28
chr15	90895911	90896011	15
chr15	90908731	90908851	12
chr15	90931251	90931291	13
chr15	90931551	90932031	28
chr15	91072771	91073091	33
chr15	91073271	91073311	16
chr15	91073631	91073731	15
chr15	91073851	91073931	13
chr15	91084131	91084251	14
chr15	91163751	91163831	12
chr15	91191751	91191791	13
chr15	91192011	91192051	14
chr15	91208211	91208251	14
chr15	91208471	91208511	19
chr15	91208691	91209011	19
chr15	91260491	91260791	32
chr15	91380511	91380551	14
chr15	91384391	91384451	67
chr15	91385191	91385231	15
chr15	91411731	91411851	12
chr15	91412571	91412611	15
chr15	91413031	91413071	21
chr15	91414391	91414511	18
chr15	91414711	91414751	24
chr15	91415111	91415411	21
chr15	91416031	91416271	23
chr15	91417591	91417631	23
chr15	91425571	91425631	16
chr15	91426191	91426251	14
chr15	91444991	91445231	61
chr15	91445691	91445811	39
chr15	91446351	91446391	22
chr15	91446571	91446631	28
chr15	91459311	91459351	15
chr15	91459571	91459611	20
chr15	91473311	91473471	35
chr15	91474871	91475231	20
chr15	91475631	91475731	31
chr15	91478311	91478351	22
chr15	91478531	91478571	20
chr15	91478771	91478871	16
chr15	91492731	91492791	15
chr15	91498011	91498571	46
chr15	91537551	91537591	20
chr15	91537831	91538011	55
chr15	91547911	91547991	27
chr15	91565451	91565711	17
chr15	91565911	91566011	12
chr15	91576471	91576511	14
chr15	92021971	92022011	47
chr15	92080111	92080151	12
chr15	92395971	92396091	17
chr15	92396271	92396471	22
chr15	92687191	92687251	14
chr15	93160991	93161111	26
chr15	93344811	93344971	14
chr15	93347211	93347651	25
chr15	93352431	93352831	84
chr15	93363691	93363731	47
chr15	93364491	93364551	12
chr15	93375111	93375151	45
chr15	93392251	93392291	22
chr15	93425311	93425391	12
chr15	93425991	93426151	30
chr15	93426551	93426751	17
chr15	93447531	93447571	188
chr15	93461211	93461431	14
chr15	93570911	93570951	13
chr15	93571951	93572051	14
chr15	93586471	93586531	12
chr15	93595331	93595471	15
chr15	95388171	95388231	63
chr15	95388471	95388511	51
chr15	95399351	95399791	16
chr15	95714091	95714131	29
chr15	96103191	96103251	14
chr15	96228111	96228151	14
chr15	96253271	96253471	38
chr15	96472731	96472791	20
chr15	96596211	96596251	19
chr15	96596671	96596711	17
chr15	96816911	96817151	59
chr15	96869951	96870171	13
chr15	96873491	96873551	14
chr15	96873791	96873851	22
chr15	96874251	96874311	17
chr15	96874571	96874611	13
chr15	96875451	96875651	29
chr15	96876491	96876751	21
chr15	96877111	96877311	15
chr15	96879591	96879691	12
chr15	96890531	96890631	12
chr15	96897931	96897991	14
chr15	96900111	96900611	24
chr15	96901331	96901491	16
chr15	98447551	98447591	18
chr15	98503711	98503751	72
chr15	98503991	98504051	21
chr15	98504251	98504351	14
chr15	98521751	98521891	13
chr15	98536711	98536751	14
chr15	99190731	99190831	28
chr15	99190991	99191031	22
chr15	99191651	99191691	30
chr15	99191911	99191951	15
chr15	99192151	99192251	15
chr15	99320311	99320391	16
chr15	99408691	99408771	16
chr15	99791751	99791911	27
chr15	100105351	100105411	16
chr15	100105611	100105751	19
chr15	100106111	100106251	43
chr15	100107031	100107091	15
chr15	100273431	100273491	12
chr15	100468711	100468771	19
chr15	100672251	100672371	17
chr15	100821451	100821491	12
chr15	100890231	100890271	12
chr15	100890451	100890491	16
chr15	101142231	101142291	18
chr15	101142751	101143171	16
chr15	101389931	101389991	15
chr15	101458371	101458411	15
chr15	101548571	101548791	42
chr15	101626731	101626991	28
chr15	101629151	101629291	25
chr15	101647811	101648031	15
chr15	101661951	101662091	17
chr15	101662651	101662691	14
chr15	101693291	101693351	14
chr15	101708031	101708111	12
chr15	101791151	101791551	14
chr15	101791891	101792511	33
chr15	101807751	101807871	12
chr15	101817391	101817851	22
chr15	101835051	101835551	37
chr15	101835811	101835871	27
chr15	101869731	101869851	12
chr15	101913411	101913451	12
chr15	101991551	101991631	22
chr15	101991771	101991871	54
chr15	102009871	102009911	19
chr15	102028671	102028751	12
chr15	102030211	102030271	12
chr15	102156211	102156411	16
chr15	102192251	102192291	17
chr15	102192471	102193271	33
chr15	102264291	102264431	30
chr16	103071	103251	14
chr16	103571	103611	30
chr16	103911	103971	26
chr16	104331	104411	13
chr16	115851	115911	26
chr16	122071	122291	19
chr16	122711	122871	30
chr16	126391	126431	13
chr16	126831	126971	18
chr16	127251	127791	23
chr16	127991	128591	25
chr16	134491	134531	13
chr16	138751	138851	12
chr16	142271	142311	12
chr16	144731	144791	13
chr16	147091	147131	49
chr16	162591	162651	16
chr16	163611	163711	97
chr16	167971	168011	16
chr16	169991	170111	27
chr16	188111	188191	14
chr16	188751	188911	22
chr16	193191	193231	56
chr16	194931	195071	12
chr16	202471	202531	19
chr16	204451	204711	20
chr16	230191	230791	28
chr16	231471	231591	55
chr16	233091	233191	14
chr16	278931	279011	16
chr16	279171	279471	36
chr16	284751	285351	36
chr16	309851	309971	12
chr16	316251	316411	12
chr16	340891	340951	14
chr16	367351	367451	13
chr16	368691	368731	16
chr16	374451	374571	27
chr16	374731	374871	26
chr16	390931	391051	14
chr16	402071	402131	17
chr16	403231	403271	28
chr16	403511	403551	16
chr16	413291	413371	12
chr16	419351	419411	16
chr16	419591	419651	13
chr16	420051	420171	14
chr16	420651	420711	51
chr16	421691	421771	15
chr16	431491	431971	20
chr16	432231	432391	18
chr16	446711	446751	13
chr16	447311	447491	46
chr16	447851	447971	20
chr16	448671	448711	14
chr16	449011	449191	15
chr16	450791	451111	25
chr16	451591	451711	41
chr16	451951	452111	39
chr16	456051	456091	15
chr16	474691	474811	13
chr16	475211	475571	30
chr16	476051	476091	15
chr16	527591	527631	13
chr16	545471	545511	14
chr16	569831	570031	12
chr16	576791	576991	26
chr16	577491	577551	38
chr16	577731	577971	24
chr16	578331	578391	19
chr16	578551	578591	13
chr16	585751	585811	13
chr16	602571	602611	12
chr16	615191	615231	12
chr16	615911	615951	13
chr16	616551	616651	12
chr16	616831	616911	24
chr16	617091	617351	38
chr16	617631	617691	15
chr16	617931	617971	12
chr16	618151	618211	13
chr16	618751	619051	26
chr16	619571	619731	20
chr16	619951	620091	12
chr16	625571	625631	13
chr16	628771	628811	12
chr16	629151	629271	37
chr16	635511	635651	20
chr16	636291	636491	12
chr16	636851	637111	15
chr16	638711	638751	22
chr16	639151	639391	33
chr16	639671	639931	20
chr16	640171	640591	22
chr16	672331	672371	50
chr16	672891	673051	15
chr16	676411	676451	12
chr16	677691	677751	14
chr16	680031	680591	21
chr16	681091	681151	12
chr16	681311	681371	12
chr16	686231	686991	49
chr16	687491	687531	13
chr16	687791	687851	13
chr16	691531	692151	44
chr16	692311	692351	13
chr16	692631	693191	21
chr16	710731	710851	19
chr16	711111	711151	26
chr16	711371	711411	19
chr16	718011	718051	49
chr16	718591	719071	18
chr16	719411	719451	12
chr16	720031	720111	12
chr16	724371	724511	18
chr16	725111	725471	31
chr16	725651	725931	21
chr16	729331	729651	26
chr16	730071	730491	33
chr16	731211	731251	23
chr16	731511	731911	18
chr16	733571	733991	23
chr16	734351	734511	43
chr16	734711	734831	17
chr16	740271	740531	27
chr16	743931	744011	13
chr16	744411	744551	12
chr16	745431	746071	26
chr16	750611	750671	13
chr16	761711	761931	24
chr16	764991	765031	34
chr16	765291	765351	19
chr16	765511	765791	22
chr16	766171	766211	13
chr16	768471	768611	12
chr16	770051	770251	20
chr16	770431	770911	35
chr16	771231	771471	58
chr16	771751	772351	29
chr16	773011	773071	13
chr16	774351	774411	13
chr16	776531	776911	19
chr16	777071	777171	13
chr16	777411	777851	28
chr16	778251	778291	47
chr16	778631	778671	31
chr16	779111	779151	24
chr16	779471	779531	13
chr16	780011	780231	16
chr16	780391	780531	14
chr16	781491	781571	13
chr16	783771	783851	12
chr16	790531	790691	22
chr16	790871	790931	28
chr16	791171	791331	33
chr16	795911	795971	14
chr16	811051	811111	13
chr16	812191	812251	13
chr16	834211	834271	13
chr16	834671	834711	12
chr16	835331	835451	14
chr16	835751	835851	21
chr16	837431	837471	12
chr16	838231	838331	14
chr16	838691	838731	41
chr16	845791	845851	16
chr16	850151	850291	17
chr16	850651	850951	19
chr16	851211	851431	20
chr16	851691	851871	17
chr16	852271	852351	13
chr16	852591	852791	12
chr16	853511	853551	15
chr16	857431	857671	26
chr16	857851	857891	31
chr16	863271	863411	15
chr16	863811	863931	20
chr16	943611	943651	13
chr16	944991	945051	14
chr16	1001951	1001991	23
chr16	1020391	1020551	14
chr16	1020851	1020891	28
chr16	1021131	1021251	16
chr16	1052491	1052531	12
chr16	1071671	1071711	12
chr16	1078631	1078671	14
chr16	1111911	1111991	12
chr16	1147371	1147431	13
chr16	1152951	1153011	12
chr16	1156451	1156491	12
chr16	1175551	1175631	12
chr16	1210611	1210691	13
chr16	1219691	1219751	13
chr16	1231871	1231911	12
chr16	1238871	1238931	18
chr16	1243451	1243491	18
chr16	1266371	1266431	13
chr16	1270651	1270691	12
chr16	1311671	1311791	12
chr16	1349531	1349571	27
chr16	1350751	1350791	15
chr16	1350991	1351131	27
chr16	1358771	1358811	40
chr16	1359231	1359671	18
chr16	1360111	1360171	13
chr16	1375651	1375951	17
chr16	1381911	1382071	24
chr16	1383331	1383371	18
chr16	1384671	1384711	13
chr16	1384871	1385051	13
chr16	1388271	1388311	12
chr16	1392791	1393071	14
chr16	1393291	1393551	18
chr16	1393771	1393851	14
chr16	1397151	1397191	14
chr16	1398451	1398511	15
chr16	1401611	1401971	38
chr16	1402131	1402191	14
chr16	1413571	1413611	26
chr16	1413811	1413851	13
chr16	1415451	1415511	12
chr16	1416311	1416371	12
chr16	1419971	1420011	12
chr16	1420411	1420631	14
chr16	1428231	1428271	13
chr16	1429091	1429131	101
chr16	1429391	1429591	23
chr16	1429911	1430051	14
chr16	1458171	1458351	28
chr16	1458551	1458591	18
chr16	1463711	1463851	25
chr16	1470851	1471051	22
chr16	1478031	1478071	12
chr16	1478791	1478831	14
chr16	1479171	1479231	14
chr16	1480811	1480971	17
chr16	1483931	1484011	12
chr16	1500351	1500471	14
chr16	1500971	1501031	14
chr16	1502851	1502891	12
chr16	1519911	1519971	12
chr16	1524671	1524711	13
chr16	1524871	1525111	33
chr16	1525391	1525431	14
chr16	1543151	1543231	13
chr16	1543891	1544011	13
chr16	1561331	1561431	13
chr16	1578631	1578691	15
chr16	1588191	1588231	12
chr16	1593291	1593491	14
chr16	1615571	1615691	15
chr16	1660171	1660311	19
chr16	1660631	1661051	30
chr16	1662151	1662191	22
chr16	1662411	1662651	26
chr16	1717331	1717371	13
chr16	1728111	1728331	51
chr16	1728571	1728671	22
chr16	1728851	1728891	16
chr16	1755831	1756151	55
chr16	1756531	1756571	12
chr16	1813011	1813311	22
chr16	1813691	1813751	18
chr16	1813951	1814051	13
chr16	1819111	1819511	15
chr16	1819831	1820211	22
chr16	1820791	1820951	29
chr16	1821111	1821171	15
chr16	1821391	1821631	33
chr16	1821991	1822051	16
chr16	1823031	1823191	40
chr16	1823451	1823811	30
chr16	1824131	1824171	13
chr16	1825351	1825551	16
chr16	1826831	1826891	18
chr16	1827911	1827951	21
chr16	1831931	1833011	30
chr16	1836771	1836811	12
chr16	1841711	1841791	13
chr16	1862851	1862891	29
chr16	1876131	1876171	13
chr16	1876371	1876891	21
chr16	1877071	1877331	43
chr16	1882891	1882931	33
chr16	1921951	1922091	20
chr16	1922331	1922371	18
chr16	1962151	1962211	12
chr16	1971031	1971071	13
chr16	1973771	1973811	13
chr16	1979731	1979931	39
chr16	1982231	1982311	14
chr16	1982671	1982711	16
chr16	1992851	1992931	15
chr16	1993231	1993651	31
chr16	2009511	2009811	49
chr16	2010831	2010891	15
chr16	2011371	2011431	13
chr16	2012731	2012771	13
chr16	2014431	2014471	26
chr16	2014651	2014971	39
chr16	2015131	2015371	16
chr16	2022011	2022071	37
chr16	2029411	2029471	14
chr16	2030251	2030611	14
chr16	2030911	2030951	15
chr16	2033531	2034191	70
chr16	2034651	2034851	18
chr16	2039311	2039371	12
chr16	2040031	2040131	21
chr16	2040371	2040491	16
chr16	2040771	2040931	15
chr16	2041911	2042191	23
chr16	2042471	2042651	22
chr16	2042911	2043131	15
chr16	2052291	2052331	12
chr16	2053971	2054011	47
chr16	2054171	2054231	18
chr16	2057331	2057431	12
chr16	2058131	2058171	15
chr16	2059311	2059491	18
chr16	2059731	2059991	41
chr16	2073211	2073511	32
chr16	2073691	2073871	24
chr16	2074211	2074311	12
chr16	2083351	2083391	18
chr16	2084091	2084131	13
chr16	2097351	2097751	33
chr16	2097931	2098291	26
chr16	2131651	2131711	12
chr16	2138671	2138831	12
chr16	2140391	2140591	13
chr16	2186171	2186211	15
chr16	2193511	2193631	13
chr16	2198191	2198231	18
chr16	2198691	2198951	23
chr16	2199151	2199191	13
chr16	2199791	2199891	13
chr16	2200791	2200831	12
chr16	2201751	2201811	21
chr16	2202851	2203131	34
chr16	2203331	2203411	30
chr16	2203711	2204091	35
chr16	2205211	2205311	38
chr16	2205671	2205891	30
chr16	2206171	2206211	16
chr16	2227291	2227331	12
chr16	2227691	2227731	13
chr16	2228291	2228331	12
chr16	2228651	2228971	24
chr16	2246071	2246111	14
chr16	2246911	2247051	12
chr16	2254891	2254931	15
chr16	2255211	2255551	27
chr16	2255751	2255871	31
chr16	2256111	2256211	21
chr16	2258511	2258571	14
chr16	2260291	2260351	17
chr16	2260571	2260771	22
chr16	2261051	2261111	39
chr16	2261951	2262071	20
chr16	2263891	2263991	13
chr16	2264251	2264651	25
chr16	2265051	2265351	37
chr16	2273211	2273271	39
chr16	2273491	2274171	48
chr16	2281691	2281731	13
chr16	2283171	2283211	14
chr16	2285791	2285931	17
chr16	2286591	2286631	16
chr16	2287951	2288011	23
chr16	2288291	2289231	18
chr16	2289931	2290091	15
chr16	2294371	2294491	15
chr16	2300451	2300591	15
chr16	2301431	2301711	47
chr16	2301891	2302131	39
chr16	2318011	2318371	29
chr16	2318571	2318871	37
chr16	2319031	2319071	19
chr16	2389691	2389931	27
chr16	2390291	2390331	16
chr16	2390511	2391031	47
chr16	2478591	2479151	43
chr16	2479531	2479591	25
chr16	2479751	2479791	14
chr16	2509531	2510111	33
chr16	2510291	2510531	21
chr16	2510971	2511151	12
chr16	2520871	2521011	12
chr16	2521371	2521771	19
chr16	2523211	2523271	13
chr16	2524071	2524691	35
chr16	2525051	2525091	23
chr16	2529631	2529671	53
chr16	2546891	2546931	12
chr16	2547351	2547491	37
chr16	2551211	2551411	21
chr16	2561551	2561731	19
chr16	2563851	2563891	42
chr16	2564151	2564291	15
chr16	2570111	2570151	20
chr16	2570331	2570391	45
chr16	2570951	2571031	13
chr16	2571351	2571391	13
chr16	2581711	2581871	22
chr16	2582051	2582091	67
chr16	2582531	2582811	21
chr16	2587571	2587931	18
chr16	2588131	2588191	34
chr16	2636431	2636471	12
chr16	2653271	2653311	57
chr16	2653491	2653591	35
chr16	2723551	2723811	21
chr16	2732411	2732451	68
chr16	2732711	2732931	18
chr16	2765611	2765751	16
chr16	2771151	2771191	28
chr16	2802031	2802291	34
chr16	2802451	2803271	41
chr16	2812531	2812591	13
chr16	2817191	2817351	17
chr16	2820231	2820431	15
chr16	2826791	2826831	16
chr16	2827331	2827811	23
chr16	2834711	2834751	12
chr16	2835811	2835851	19
chr16	2849191	2849251	13
chr16	2867171	2867411	13
chr16	2867811	2867911	13
chr16	2880231	2880271	13
chr16	2889071	2889131	16
chr16	2892451	2892771	20
chr16	2918231	2918331	36
chr16	2918571	2918611	28
chr16	2924931	2925071	21
chr16	2932631	2932671	18
chr16	2932991	2933031	22
chr16	2933291	2933331	46
chr16	2933611	2933711	23
chr16	2954331	2955011	33
chr16	2955311	2955471	35
chr16	2955911	2956091	26
chr16	2961551	2961591	12
chr16	2961851	2961891	46
chr16	2962411	2962471	18
chr16	2977091	2977151	14
chr16	3000851	3001031	14
chr16	3003871	3003931	15
chr16	3013731	3014091	24
chr16	3014391	3014611	15
chr16	3014891	3015111	21
chr16	3019211	3019631	44
chr16	3020031	3020071	35
chr16	3020251	3020371	68
chr16	3021371	3021491	13
chr16	3021671	3021871	36
chr16	3022551	3022591	12
chr16	3023211	3023251	13
chr16	3024151	3024191	12
chr16	3025271	3025411	12
chr16	3029891	3030091	18
chr16	3030371	3030851	29
chr16	3031311	3031511	12
chr16	3031751	3031811	15
chr16	3032011	3032171	27
chr16	3033831	3033871	31
chr16	3053691	3053911	27
chr16	3054111	3054151	21
chr16	3057291	3057351	13
chr16	3058211	3058271	13
chr16	3059991	3060031	14
chr16	3062951	3063071	14
chr16	3063811	3063851	12
chr16	3068211	3068371	15
chr16	3070151	3070231	16
chr16	3070491	3070651	29
chr16	3070971	3071051	33
chr16	3071451	3071771	24
chr16	3072431	3072471	25
