======================================================================
SISSRs: A tool to identify binding sites from ChIP-Seq data
======================================================================
SISSRs version 1.4 (Release date: Mon, 24 November 2008)

For further information on how to interpret these results or to get
a recent version of the SISSRs software, please visit
http://sissrs.rajajothi.com
======================================================================


======================================================================
REFERENCE
======================================================================
If you use this program in your research, please cite:

Raja Jothi, Suresh Cuddapah, Artem Barski, Kairong Cui, Keji Zhao
Genome-wide identification of in vivo protein-DNA binding sites
from ChIP-Seq Data. Nucleic Acids Research, 36(16):5221-31 (2008)
======================================================================


======================================================================
COMMAND LINE SUMMARY & ESTIMATED PARAMETERS
======================================================================
Data file (i)                           : mm10-C57BL7-ThioMac-PU1-notx.bed
Number of tags in the data file         : 11162225
Number of tags selected for analysis    : 11162225 (100.00%)
Tags mapped to sense strand             : 5850700 (52.42%)
Tags mapped to anti-sense strand        : 5311525 (47.58%)
Background model (Negative Control)     : Poisson
Genome length (s)                       : 2505020000
Fraction of genome mappable by reads (m): 0.80
Effective Genome length  (s*m)          : 2004016000
False discovery rate (d)                : 0.001
Scanning window size (w)                : 20
Average DNA fragment length (f)         : 105
Minimum number of 'directional' tags
  required on each side of the inferred
  binding site (E)                      : 2
Keep one tag per genomic position (a)   : NO
Also reports binding sites supported
  only by reads mapped to either sense
  or anti-sense strand (u)              : NO
======================================================================


======================================================================
BINDING SITES
======================================================================
Tags necessary to identify binding sites: 9 (FDR < 1.00e-03)
(at least E=2 tags on each side)

Chr	cStart	cEnd	NumTags
chr13	109246371	109246411	30
chr13	109261891	109261931	144
chr13	109262651	109262711	24
chr13	109294731	109294791	9
chr13	109297311	109297351	17
chr13	109299091	109299131	166
chr13	109406511	109406551	37
chr13	109423271	109423311	20
chr13	109437551	109437591	34
chr13	109440551	109440591	15
chr13	109441611	109441651	29
chr13	109446331	109446391	69
chr13	109460491	109460551	13
chr13	109519671	109519711	9
chr13	109560411	109560451	25
chr13	109632591	109632651	13
chr13	109652751	109652811	12
chr13	109659171	109659231	11
chr13	109685371	109685511	58
chr13	109685911	109685951	90
chr13	109736891	109736931	10
chr13	109759911	109759951	137
chr13	109776251	109776291	48
chr13	109822751	109822791	27
chr13	109903071	109903111	39
chr13	109926811	109926851	85
chr13	109929031	109929091	13
chr13	109932851	109932891	19
chr13	110018631	110018671	24
chr13	110035091	110035131	57
chr13	110039371	110039411	30
chr13	110040231	110040271	13
chr13	110049231	110049271	19
chr13	110080271	110080311	12
chr13	110096251	110096311	27
chr13	110129911	110129951	9
chr13	110181631	110181671	20
chr13	110185131	110185171	73
chr13	110353791	110353851	19
chr13	110357231	110357291	35
chr13	110363931	110363991	64
chr13	110368751	110368811	16
chr13	110372951	110372991	19
chr13	110384671	110384711	125
chr13	110394371	110394511	15
chr13	110394571	110394611	11
chr13	110395551	110395591	15
chr13	110395811	110395871	73
chr13	110431531	110431571	41
chr13	110523131	110523171	34
chr13	110526811	110526851	17
chr13	110541471	110541511	20
chr13	110541991	110542031	49
chr13	110545331	110545371	13
chr13	110545571	110545611	55
chr13	110553471	110553551	10
chr13	110558211	110558251	15
chr13	110560731	110560771	64
chr13	110561251	110561291	73
chr13	110563051	110563091	54
chr13	110567971	110568011	38
chr13	110568651	110568771	43
chr13	110569011	110569051	29
chr13	110569271	110569351	20
chr13	110598591	110598631	42
chr13	110600131	110600251	15
chr13	110602031	110602151	79
chr13	110603051	110603111	33
chr13	110616471	110616511	13
chr13	110626551	110626591	21
chr13	110627851	110627891	12
chr13	110671051	110671111	10
chr13	110683811	110683871	18
chr13	110684631	110684671	25
chr13	110709571	110709611	10
chr13	110711011	110711051	109
chr13	110747571	110747611	16
chr13	110747791	110747831	13
chr13	110753931	110753991	27
chr13	110755771	110755851	25
chr13	110798151	110798191	57
chr13	110798411	110798551	77
chr13	110805311	110805431	10
chr13	110810691	110810731	38
chr13	110832591	110832691	10
chr13	110866811	110866851	16
chr13	110892071	110892191	18
chr13	110895991	110896031	228
chr13	110903451	110903491	251
chr13	110905711	110905751	26
chr13	110906231	110906291	14
chr13	110907711	110907811	25
chr13	110910631	110910671	74
chr13	110928991	110929051	17
chr13	110929691	110929731	13
chr13	110930251	110930291	21
chr13	110932791	110932831	31
chr13	110938571	110938611	29
chr13	110941811	110941851	32
chr13	110943031	110943071	211
chr13	110943291	110943331	46
chr13	110944531	110944591	9
chr13	110944851	110944891	65
chr13	110945651	110945731	10
chr13	110960471	110960551	97
chr13	110964571	110964631	12
chr13	110967291	110967411	11
chr13	110968191	110968231	110
chr13	110970811	110970851	45
chr13	110972311	110972351	24
chr13	110972811	110972851	24
chr13	111053771	111053811	69
chr13	111225751	111225811	39
chr13	111265691	111265771	25
chr13	111286951	111286991	74
chr13	111346311	111346351	23
chr13	111418151	111418211	15
chr13	111451071	111451111	27
chr13	111462031	111462091	9
chr13	111467551	111467591	33
chr13	111484971	111485011	13
chr13	111489231	111489271	9
chr13	111490071	111490111	33
chr13	111490611	111490691	10
chr13	111508831	111508871	10
chr13	111509571	111509631	16
chr13	111536711	111536751	19
chr13	111585511	111585551	12
chr13	111615211	111615251	15
chr13	111640511	111640551	71
chr13	111643531	111643571	19
chr13	111647431	111647551	21
chr13	111788271	111788331	9
chr13	111792311	111792351	12
chr13	111796671	111796711	64
chr13	111797131	111797171	56
chr13	111797711	111797751	13
chr13	111798151	111798191	23
chr13	111805111	111805151	49
chr13	111805411	111805451	115
chr13	111805871	111805911	155
chr13	111806491	111806531	14
chr13	111807231	111807291	38
chr13	111809711	111809751	17
chr13	111818371	111818431	35
chr13	111821931	111821971	56
chr13	111824331	111824371	15
chr13	111866991	111867031	14
chr13	111867911	111867951	17
chr13	111868211	111868251	86
chr13	111870591	111870631	100
chr13	111884411	111884451	55
chr13	111886851	111886891	47
chr13	111893231	111893271	15
chr13	111893711	111893751	45
chr13	111895991	111896051	10
chr13	111896511	111896551	118
chr13	111929451	111929491	44
chr13	111930111	111930151	252
chr13	111933711	111933751	36
chr13	111935911	111935951	29
chr13	111936191	111936231	437
chr13	111936531	111936571	13
chr13	111936751	111936811	10
chr13	111940351	111940411	11
chr13	111942111	111942151	51
chr13	111944251	111944311	94
chr13	111944951	111944991	14
chr13	111949031	111949071	13
chr13	111953111	111953171	10
chr13	111953471	111953511	11
chr13	111954711	111954751	18
chr13	111967251	111967291	26
chr13	111968731	111968811	47
chr13	111980511	111980551	250
chr13	111999891	111999931	15
chr13	112001251	112001291	20
chr13	112002771	112002851	35
chr13	112003251	112003291	27
chr13	112004251	112004351	15
chr13	112016171	112016231	9
chr13	112057231	112057291	11
chr13	112058251	112058291	71
chr13	112060871	112060911	26
chr13	112062211	112062251	11
chr13	112084311	112084371	82
chr13	112084651	112084691	19
chr13	112094291	112094331	56
chr13	112106851	112106891	13
chr13	112107111	112107171	18
chr13	112112371	112112411	10
chr13	112112651	112112691	71
chr13	112116131	112116171	151
chr13	112119531	112119571	20
chr13	112130451	112130491	101
chr13	112131331	112131471	46
chr13	112137031	112137091	34
chr13	112137431	112137471	24
chr13	112142791	112142851	30
chr13	112166051	112166091	15
chr13	112168611	112168651	14
chr13	112174211	112174251	16
chr13	112186631	112186671	27
chr13	112248311	112248371	11
chr13	112251591	112251631	172
chr13	112251811	112251851	11
chr13	112252391	112252431	19
chr13	112258651	112258771	13
chr13	112277791	112277831	11
chr13	112288711	112288751	20
chr13	112295651	112295771	9
chr13	112308831	112308891	15
chr13	112318431	112318471	14
chr13	112323651	112323731	19
chr13	112324071	112324111	57
chr13	112337271	112337391	65
chr13	112344151	112344251	12
chr13	112344411	112344451	56
chr13	112344711	112344751	120
chr13	112345351	112345391	9
chr13	112348471	112348511	14
chr13	112348691	112348731	12
chr13	112349251	112349331	17
chr13	112353691	112353731	10
chr13	112354671	112354711	37
chr13	112355111	112355171	44
chr13	112361771	112361811	16
chr13	112363211	112363271	77
chr13	112365991	112366051	65
chr13	112367031	112367071	12
chr13	112368471	112368571	14
chr13	112374311	112374351	11
chr13	112382691	112382731	38
chr13	112383291	112383351	9
chr13	112386751	112386791	17
chr13	112395151	112395191	73
chr13	112396731	112396771	31
chr13	112397671	112397731	14
chr13	112398231	112398291	147
chr13	112413751	112413791	33
chr13	112415911	112415951	9
chr13	112417191	112417271	13
chr13	112427651	112427691	180
chr13	112433471	112433531	24
chr13	112439611	112439651	44
chr13	112439891	112439931	73
chr13	112440171	112440211	167
chr13	112443271	112443351	20
chr13	112446471	112446511	26
chr13	112446591	112446651	13
chr13	112447271	112447311	10
chr13	112463651	112463691	16
chr13	112464531	112464591	21
chr13	112465631	112465691	30
chr13	112466731	112466771	14
chr13	112473691	112473731	12
chr13	112507071	112507111	31
chr13	112510631	112510671	221
chr13	112522471	112522511	11
chr13	112528211	112528251	30
chr13	112529971	112530011	83
chr13	112535831	112535891	11
chr13	112552111	112552171	41
chr13	112571891	112571931	10
chr13	112578211	112578251	81
chr13	112578671	112578711	12
chr13	112584971	112585011	18
chr13	112602771	112602831	20
chr13	112608031	112608071	9
chr13	112621991	112622031	86
chr13	112624771	112624811	16
chr13	112635311	112635351	86
chr13	112643111	112643151	42
chr13	112658811	112658891	11
chr13	112660731	112660771	51
chr13	112661291	112661331	33
chr13	112666511	112666571	15
chr13	112666811	112666851	290
chr13	112667311	112667351	66
chr13	112671811	112671911	27
chr13	112695671	112695751	154
chr13	112752391	112752431	66
chr13	112760671	112760711	37
chr13	112799931	112799991	120
chr13	112810491	112810551	33
chr13	112811851	112811891	13
chr13	112871831	112871871	37
chr13	112927371	112927411	10
chr13	112927671	112927711	10
chr13	112928271	112928311	29
chr13	112946051	112946091	10
chr13	112976951	112976991	14
chr13	112990651	112990711	40
chr13	112995671	112995711	18
chr13	112998831	112998871	13
chr13	113013471	113013511	35
chr13	113032471	113032551	19
chr13	113034611	113034651	14
chr13	113036031	113036091	9
chr13	113054431	113054471	18
chr13	113138631	113138691	38
chr13	113139811	113139851	24
chr13	113185691	113185791	11
chr13	113197771	113197811	9
chr13	113211471	113211511	21
chr13	113242031	113242091	17
chr13	113242291	113242331	111
chr13	113267431	113267471	233
chr13	113320231	113320271	12
chr13	113378431	113378471	27
chr13	113379111	113379151	190
chr13	113379371	113379411	21
chr13	113381891	113381951	23
chr13	113382931	113382991	33
chr13	113398031	113398071	10
chr13	113418371	113418411	140
chr13	113424011	113424051	155
chr13	113433391	113433431	21
chr13	113433711	113433751	30
chr13	113435331	113435391	21
chr13	113436471	113436511	30
chr13	113444711	113444751	17
chr13	113446331	113446371	49
chr13	113454391	113454431	10
chr13	113470471	113470511	26
chr13	113485551	113485651	27
chr13	113486511	113486551	24
chr13	113486691	113486731	149
chr13	113487131	113487171	15
chr13	113487331	113487371	9
chr13	113490551	113490611	10
chr13	113490691	113490751	19
chr13	113491651	113491691	12
chr13	113500791	113500831	45
chr13	113508531	113508571	136
chr13	113509411	113509451	150
chr13	113515331	113515371	55
chr13	113544771	113544811	9
chr13	113548131	113548171	21
chr13	113548231	113548291	27
chr13	113553731	113553771	58
chr13	113556651	113556711	19
chr13	113572231	113572271	125
chr13	113581031	113581071	12
chr13	113589751	113589791	78
chr13	113590231	113590271	10
chr13	113590951	113590991	10
chr13	113591591	113591711	15
chr13	113592831	113592871	59
chr13	113596091	113596131	25
chr13	113600071	113600151	11
chr13	113601271	113601311	30
chr13	113601511	113601551	36
chr13	113602071	113602111	10
chr13	113610411	113610471	10
chr13	113614051	113614111	63
chr13	113614771	113614811	16
chr13	113615611	113615651	40
chr13	113616291	113616331	26
chr13	113618551	113618611	10
chr13	113623071	113623111	53
chr13	113627231	113627271	10
chr13	113632731	113632791	16
chr13	113634071	113634111	65
chr13	113636151	113636191	225
chr13	113639331	113639371	12
chr13	113666871	113666911	9
chr13	113669831	113669951	18
chr13	113693591	113693631	10
chr13	113755991	113756031	85
chr13	113794351	113794391	28
chr13	113797591	113797631	11
chr13	113800411	113800471	70
chr13	113844091	113844131	44
chr13	113869391	113869451	16
chr13	113870511	113870551	57
chr13	113957651	113957691	26
chr13	113983871	113983971	12
chr13	114071631	114071671	9
chr13	114078091	114078151	14
chr13	114388091	114388131	97
chr13	114405271	114405311	10
chr13	114406051	114406091	40
chr13	114460751	114460791	53
chr13	114745991	114746051	17
chr13	114750531	114750571	11
chr13	114818271	114818311	10
chr13	114834791	114834831	240
chr13	114840731	114840771	12
chr13	114885451	114885491	32
chr13	114887451	114887511	15
chr13	114910811	114910871	12
chr13	114953531	114953591	12
chr13	114954711	114954751	47
chr13	114956951	114956991	11
chr13	114984891	114984931	28
chr13	114999771	114999831	14
chr13	115020911	115020971	11
chr13	115068031	115068111	20
chr13	115097051	115097131	13
chr13	115102031	115102071	14
chr13	115102731	115102771	10
chr13	115136951	115136991	108
chr13	115138651	115138691	16
chr13	115142191	115142231	19
chr13	115150791	115150831	12
chr13	115163091	115163131	15
chr13	115178291	115178331	14
chr13	115209551	115209591	78
chr13	115210771	115210811	17
chr13	115212751	115212791	15
chr13	115218871	115218911	9
chr13	116192931	116192971	51
chr13	116931431	116931491	15
chr13	116949731	116949771	60
chr13	116951471	116951511	14
chr13	116957671	116957731	16
chr13	116957891	116957951	9
chr13	116972351	116972391	18
chr13	116987371	116987571	17
chr13	116999871	116999991	10
chr13	117007751	117007791	15
chr13	117027331	117027371	9
chr13	117028391	117028431	76
chr13	117034111	117034151	37
chr13	117036451	117036491	61
chr13	117048591	117048651	44
chr13	117052971	117053011	165
chr13	117084951	117085051	19
chr13	117111731	117111791	9
chr13	117114971	117115011	12
chr13	117128051	117128091	30
chr13	117142491	117142531	19
chr13	117144031	117144071	11
chr13	117152771	117152891	11
chr13	117153711	117153751	27
chr13	117193611	117193651	13
chr13	117196111	117196211	22
chr13	117211511	117211551	72
chr13	117217731	117217811	9
chr13	117218971	117219011	9
chr13	117221151	117221191	11
chr13	117222051	117222091	145
chr13	117223271	117223311	75
chr13	117224611	117224671	28
chr13	117235571	117235611	12
chr13	117237311	117237351	326
chr13	117238851	117238891	23
chr13	117242191	117242231	37
chr13	117242311	117242351	38
chr13	117242891	117242931	55
chr13	117245011	117245051	9
chr13	117284191	117284231	114
chr13	117289811	117289851	17
chr13	117550191	117550231	22
chr13	117838451	117838491	11
chr13	117847471	117847511	107
chr13	117848911	117848951	14
chr13	118365911	118365971	16
chr13	118386591	118386651	9
chr13	118420531	118420571	48
chr13	118488791	118488851	18
chr13	118538911	118538951	37
chr13	118992571	118992611	20
chr13	119000411	119000491	14
chr13	119310191	119310231	46
chr13	119334251	119334291	12
chr13	119358891	119358931	10
chr13	119406231	119406311	13
chr13	119409531	119409571	16
chr13	119429651	119429691	55
chr13	119434531	119434591	18
chr13	119442311	119442351	18
chr13	119444411	119444471	15
chr13	119462631	119462751	55
chr13	119462951	119462991	14
chr13	119596911	119596951	9
chr13	119598251	119598291	24
chr13	119598591	119598631	12
chr13	119599091	119599131	35
chr13	119599831	119599871	16
chr13	119600371	119600411	17
chr13	119601331	119601371	11
chr13	119602031	119602091	37
chr13	119602291	119602351	12
chr13	119602911	119602951	9
chr13	119639511	119639551	15
chr13	119641411	119641451	11
chr13	119654851	119654891	22
chr13	119657951	119657991	20
chr13	119690191	119690231	44
chr13	119713231	119713271	220
chr13	119713571	119713611	21
chr13	119737091	119737131	18
chr13	119743611	119743651	15
chr13	119754891	119754931	56
chr13	119755991	119756051	15
chr13	119791071	119791131	19
chr13	119793171	119793211	39
chr13	119801111	119801171	9
chr13	119805811	119805851	16
chr13	119809091	119809131	103
chr13	119817971	119818011	16
chr13	119835771	119835811	18
chr13	119864531	119864571	25
chr13	119925011	119925051	9
chr13	119999431	119999491	87
chr13	119999951	120000011	14
chr13	120010351	120010411	109
chr13	120041311	120041351	63
chr13	120041451	120041491	10
chr13	120047031	120047071	9
chr13	120048371	120048431	20
chr13	120048671	120048711	14
chr13	120049691	120049731	13
chr13	120051731	120051771	33
chr13	120052151	120052191	55
chr13	120052711	120052771	14
chr13	120055871	120055931	49
chr13	120061551	120061591	16
chr13	120063111	120063171	68
chr13	120063531	120063611	10
chr13	120063671	120063711	18
chr13	120079751	120079791	12
chr13	120099091	120099131	14
chr13	120150731	120150771	13
chr13	120196411	120196451	73
chr13	120196611	120196651	11
chr13	120232791	120232831	13
chr13	120259391	120259451	16
chr13	120259911	120259951	21
chr13	120267151	120267191	29
chr13	120299471	120299531	11
chr13	120300251	120300331	10
chr13	120321551	120321591	36
chr14	7567471	7567571	9
chr14	7774251	7774311	46
chr14	7804431	7804511	25
chr14	7804731	7804771	10
chr14	7809791	7809851	11
chr14	7844411	7844451	29
chr14	7850391	7850451	10
chr14	7850891	7850931	31
chr14	7851931	7851971	152
chr14	7858511	7858551	62
chr14	7880651	7880691	47
chr14	7880831	7880871	36
chr14	7890011	7890051	97
chr14	7900911	7900951	22
chr14	7913991	7914031	130
chr14	7914251	7914291	9
chr14	7918771	7918831	9
chr14	7919511	7919591	10
chr14	7943011	7943051	9
chr14	7997271	7997311	22
chr14	8006151	8006191	30
chr14	8080291	8080351	15
chr14	8081031	8081071	13
chr14	8093571	8093611	181
chr14	8098091	8098151	14
chr14	8099471	8099511	44
chr14	8099711	8099851	14
chr14	8100051	8100091	52
chr14	8112131	8112191	13
chr14	8120091	8120131	17
chr14	8132991	8133031	182
chr14	8135271	8135331	10
chr14	8154211	8154271	21
chr14	8173051	8173111	13
chr14	8173231	8173271	81
chr14	8174791	8174851	17
chr14	8216291	8216331	9
chr14	8224091	8224131	35
chr14	8255531	8255571	16
chr14	8286691	8286731	20
chr14	8286791	8286851	12
chr14	8314751	8314791	21
chr14	8349131	8349171	19
chr14	9389431	9389471	32
chr14	9390331	9390391	17
chr14	9393611	9393671	11
chr14	9411931	9411971	21
chr14	9468851	9468911	43
chr14	9684911	9684951	10
chr14	10098751	10098791	20
chr14	10129771	10129811	50
chr14	10134011	10134051	73
chr14	10139511	10139571	89
chr14	10209211	10209251	174
chr14	10312351	10312391	21
chr14	10392511	10392571	10
chr14	10430051	10430111	17
chr14	10430571	10430611	46
chr14	10430851	10430891	58
chr14	10432271	10432351	11
chr14	10439531	10439571	109
chr14	10453131	10453171	21
chr14	10456751	10456811	9
chr14	10535051	10535091	15
chr14	11162371	11162411	14
chr14	12284211	12284291	10
chr14	12284391	12284431	15
chr14	12284651	12284691	25
chr14	12284831	12284911	21
chr14	12349371	12349451	12
chr14	13328671	13328751	16
chr14	13349631	13349671	19
chr14	13349771	13349811	17
chr14	13361411	13361451	53
chr14	13361791	13361831	272
chr14	13972031	13972071	9
chr14	13981191	13981231	16
chr14	13981491	13981531	71
chr14	13988531	13988591	17
chr14	14002891	14002931	34
chr14	14012511	14012551	9
chr14	14054311	14054351	29
chr14	14064951	14064991	50
chr14	14067051	14067091	20
chr14	14088111	14088171	18
chr14	14098771	14098831	15
chr14	14104291	14104331	40
chr14	14120951	14120991	55
chr14	14294511	14294551	179
chr14	14294951	14294991	12
chr14	14345691	14345731	19
chr14	14346131	14346171	54
chr14	14346331	14346431	15
chr14	14346771	14346811	19
chr14	14347751	14347811	16
chr14	14349451	14349491	21
chr14	14349551	14349611	15
chr14	14349731	14349771	10
chr14	14349851	14349951	20
chr14	14351611	14351651	17
chr14	14355211	14355251	16
chr14	14368731	14368771	17
chr14	14594911	14594951	20
chr14	14599711	14599751	22
chr14	14600171	14600211	201
chr14	14602071	14602111	22
chr14	14619651	14619711	38
chr14	14632671	14632711	10
chr14	14633431	14633471	9
chr14	14633591	14633651	20
chr14	14640291	14640411	19
chr14	14640651	14640691	44
chr14	14641351	14641391	9
chr14	14684891	14684931	144
chr14	14686091	14686151	15
chr14	14686271	14686351	40
chr14	14687691	14687731	15
chr14	14702711	14702751	12
chr14	14706251	14706291	10
chr14	14800071	14800111	23
chr14	14800511	14800551	24
chr14	14801051	14801111	23
chr14	14804951	14805011	72
chr14	14843211	14843311	11
chr14	14869511	14869591	9
chr14	14870611	14870671	58
chr14	14905171	14905211	16
chr14	14971351	14971391	39
chr14	14985371	14985411	10
chr14	14989891	14989951	15
chr14	16243371	16243411	30
chr14	16243991	16244031	52
chr14	16244551	16244591	105
chr14	16250831	16250871	10
chr14	16302871	16302931	9
chr14	16365071	16365111	11
chr14	16367211	16367251	24
chr14	16372891	16372951	13
chr14	16380111	16380151	24
chr14	16380311	16380351	32
chr14	16427731	16427791	46
chr14	16454851	16454951	10
chr14	16514851	16514891	12
chr14	16538471	16538511	37
chr14	16538891	16538991	9
chr14	16545911	16545971	10
chr14	16547771	16547811	36
chr14	16548431	16548471	22
chr14	16552471	16552511	10
chr14	16563991	16564211	20
chr14	16575431	16575471	29
chr14	16590471	16590531	11
chr14	16824131	16824171	20
chr14	17101031	17101091	15
chr14	17409651	17409691	24
chr14	17411011	17411051	63
chr14	17414351	17414391	14
chr14	17414631	17414751	27
chr14	17427951	17427991	10
chr14	17569431	17569471	20
chr14	17743871	17743911	43
chr14	17756931	17756971	78
chr14	17879631	17879691	15
chr14	18234051	18234091	85
chr14	18234891	18235011	27
chr14	18239111	18239151	165
chr14	18239351	18239391	50
chr14	18270931	18270991	13
chr14	18271051	18271251	23
chr14	18292771	18292831	11
chr14	18297611	18297651	45
chr14	18319671	18319711	35
chr14	18327671	18327731	13
chr14	18331171	18331231	15
chr14	18331771	18331811	181
chr14	18506271	18506311	20
chr14	18638971	18639031	9
chr14	18940391	18940431	25
chr14	19204631	19204671	36
chr14	19208731	19208791	12
chr14	19278151	19278191	57
chr14	19415751	19415791	7529
chr14	19415891	19416011	11264
chr14	19416191	19416471	1005
chr14	19416571	19416611	2715
chr14	19416811	19416851	134
chr14	19416951	19417051	6675
chr14	19417131	19417171	718
chr14	19417331	19417371	14868
chr14	19417491	19417631	4045
chr14	19417891	19417931	4170
chr14	19418071	19418111	603
chr14	19418251	19418391	2104
chr14	19418471	19418511	252
chr14	19418611	19418651	4724
chr14	19418851	19418891	9746
chr14	19418971	19419011	329
chr14	19419211	19419251	975
chr14	19419351	19419491	1270
chr14	19419651	19419691	134
chr14	19714871	19714911	23
chr14	19715011	19715071	9
chr14	19733531	19733571	17
chr14	19777571	19777631	63
chr14	19823411	19823451	9
chr14	19867791	19867831	10
chr14	19889771	19889811	97
chr14	19904171	19904211	167
chr14	19950931	19950971	260
chr14	19965871	19965951	23
chr14	19968471	19968511	146
chr14	19968871	19968931	20
chr14	19971031	19971071	21
chr14	19972591	19972631	66
chr14	19975131	19975171	79
chr14	19975371	19975411	14
chr14	19976391	19976431	17
chr14	19976731	19976771	11
chr14	19976911	19976951	10
chr14	19977231	19977271	122
chr14	19985131	19985171	41
chr14	19985511	19985551	129
chr14	19986211	19986251	112
chr14	19986891	19986931	55
chr14	19995651	19995811	9
chr14	20067451	20067491	30
chr14	20082711	20082771	68
chr14	20083111	20083151	11
chr14	20105631	20105671	20
chr14	20294571	20294611	67
chr14	20298271	20298311	11
chr14	20300051	20300091	26
chr14	20348131	20348171	66
chr14	20358531	20358591	20
chr14	20358671	20358731	10
chr14	20363411	20363451	18
chr14	20363571	20363611	23
chr14	20370891	20370931	28
chr14	20372011	20372051	25
chr14	20388591	20388671	10
chr14	20389031	20389071	83
chr14	20393651	20393691	106
chr14	20400271	20400311	19
chr14	20453291	20453331	14
chr14	20477631	20477671	28
chr14	20478951	20478991	134
chr14	20503071	20503131	16
chr14	20508491	20508531	58
chr14	20513131	20513171	13
chr14	20543891	20543931	25
chr14	20545711	20545751	19
chr14	20546631	20546671	16
chr14	20562151	20562191	14
chr14	20576371	20576411	73
chr14	20607631	20607671	10
chr14	20608091	20608151	20
chr14	20653831	20653871	11
chr14	20654971	20655131	15
chr14	20655271	20655311	34
chr14	20673971	20674011	104
chr14	20674271	20674311	24
chr14	20695231	20695371	20
chr14	20697111	20697211	9
chr14	20698571	20698631	9
chr14	20707191	20707311	10
chr14	20707491	20707531	43
chr14	20731451	20731491	130
chr14	20732931	20732971	14
chr14	20733631	20733671	22
chr14	20734691	20734731	139
chr14	20765851	20765891	93
chr14	20774791	20774831	9
chr14	20783751	20783791	22
chr14	20785371	20785411	67
chr14	20798891	20798971	18
chr14	20803691	20803731	56
chr14	20808171	20808211	29
chr14	20809931	20809991	11
chr14	20811251	20811311	27
chr14	20811411	20811471	18
chr14	20824771	20824811	47
chr14	20827591	20827731	17
chr14	20828331	20828371	17
chr14	20829591	20829631	24
chr14	20829951	20829991	152
chr14	20830171	20830231	108
chr14	20832831	20832871	31
chr14	20834251	20834291	82
chr14	20836171	20836211	10
chr14	20836391	20836431	9
chr14	20836711	20836751	17
chr14	20837031	20837071	43
chr14	20839451	20839491	9
chr14	20842831	20842871	36
chr14	20845851	20845891	20
chr14	20861331	20861371	45
chr14	20861871	20861931	17
chr14	20884891	20884951	12
chr14	20885331	20885371	97
chr14	20885651	20885731	43
chr14	20886351	20886411	10
chr14	20889851	20889891	18
chr14	20891831	20891871	14
chr14	20892151	20892191	160
chr14	20893691	20893731	11
chr14	20924571	20924611	16
chr14	20928191	20928231	33
chr14	20928511	20928551	30
chr14	20929351	20929391	11
chr14	20930251	20930311	13
chr14	20931011	20931051	20
chr14	20931991	20932051	18
chr14	20939031	20939131	13
chr14	20945571	20945631	9
chr14	20946231	20946271	42
chr14	20953711	20953771	16
chr14	20964131	20964171	15
chr14	20965131	20965171	13
chr14	20977031	20977071	57
chr14	21029531	21029591	12
chr14	21032231	21032371	99
chr14	21048011	21048051	10
chr14	21052471	21052511	59
chr14	21078151	21078191	31
chr14	21090511	21090551	59
chr14	21090751	21090791	14
chr14	21099491	21099531	10
chr14	21148491	21148551	13
chr14	21186771	21186811	17
chr14	21194491	21194531	42
chr14	21231831	21231911	11
chr14	21259471	21259531	15
chr14	21268051	21268091	46
chr14	21273731	21273771	26
chr14	21274631	21274691	10
chr14	21275911	21275951	14
chr14	21280631	21280671	31
chr14	21299891	21299951	118
chr14	21302991	21303031	12
chr14	21304191	21304231	17
chr14	21307671	21307711	10
chr14	21311991	21312031	96
chr14	21389871	21389951	10
chr14	21500671	21500711	33
chr14	21523411	21523471	12
chr14	21559411	21559451	11
chr14	21575611	21575711	12
chr14	21613151	21613191	110
chr14	21613291	21613331	142
chr14	21614331	21614371	16
chr14	21616031	21616071	57
chr14	21621071	21621131	16
chr14	21654011	21654071	9
chr14	21657531	21657571	13
chr14	21666591	21666631	10
chr14	21674551	21674611	15
chr14	21679091	21679131	12
chr14	21706771	21706831	12
chr14	21707171	21707211	158
chr14	21707411	21707451	65
chr14	21707691	21707731	12
chr14	21745271	21745311	261
chr14	21745491	21745531	75
chr14	21747871	21747911	24
chr14	21748211	21748251	12
chr14	21750491	21750551	39
chr14	21751451	21751491	254
chr14	21757031	21757111	45
chr14	21757451	21757491	66
chr14	21757651	21757691	20
chr14	21761031	21761071	26
chr14	21792611	21792651	36
chr14	21811511	21811551	144
chr14	21812891	21812931	10
chr14	21813431	21813471	49
chr14	21814011	21814051	148
chr14	21814271	21814311	20
chr14	21821031	21821071	14
chr14	21822891	21823011	55
chr14	21823311	21823451	42
chr14	21827051	21827091	12
chr14	21830051	21830091	21
chr14	21830891	21830931	22
chr14	21831931	21831991	36
chr14	21832251	21832291	28
chr14	21833551	21833631	14
chr14	21843471	21843511	29
chr14	21847391	21847451	13
chr14	21847911	21847951	10
chr14	21848471	21848511	12
chr14	21849051	21849091	75
chr14	21852331	21852371	97
chr14	21853511	21853551	15
chr14	21854691	21854731	46
chr14	21855431	21855491	9
chr14	21865051	21865171	9
chr14	21887191	21887251	18
chr14	21890671	21890711	149
chr14	21906991	21907031	9
chr14	21941731	21941771	72
chr14	21962511	21962551	10
chr14	21966851	21966891	23
chr14	21973271	21973311	18
chr14	21981511	21981571	9
chr14	21986171	21986211	9
chr14	21987031	21987091	13
chr14	21988091	21988131	49
chr14	21993871	21993911	23
chr14	21995651	21995691	93
chr14	21999251	21999291	51
chr14	21999571	21999611	178
