# HOMER Peaks
# Peak finding parameters:
# tag directory = homerGABPTags/
#
# total peaks = 19699
# peak size = 217
# peaks found using tags on both strands
# minimum distance between peaks = 434
# fragment length = 140
# genome size = 2000000000
# Total tags = 11439217.0
# Total tags in peaks = 361164.0
# Approximate IP efficiency = 3.16%
# tags per bp = 0.004458
# expected tags per peak = 0.967
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 8.621535e-07
# FDR tag threshold = 9.0
# number of putative peaks = 27328
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 7591
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 38
#
# cmd = findPeaks homerGABPTags/ -style factor -o homerGABPPeaks.txt
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr7-57	chr7	5427861	5428077	+	28.8	0.636	27.000000	8.00	4.34e-19	0.88
chr7-54	chr7	56174179	56174395	+	28.8	0.810	28.000000	36.29	2.02e-39	0.85
chr7-66	chr7	127992315	127992531	+	28.8	0.800	26.000000	9.80	7.38e-20	0.87
chr7-77	chr7	151137067	151137283	+	28.8	0.791	24.000000	15.83	5.18e-28	0.99
chr8-44	chr8	1950881	1951097	+	28.8	0.771	29.000000	7.99	5.19e-18	0.84
chr8-50	chr8	27169020	27169236	+	28.8	0.867	27.000000	18.83	2.30e-30	0.91
chr8-58	chr8	117768027	117768243	+	28.8	0.875	26.000000	32.34	8.32e-38	0.99
chr8-46	chr8	120844975	120845191	+	28.8	0.773	29.000000	47.99	2.48e-43	0.88
chr9-69	chr9	116102526	116102742	+	28.8	0.833	26.000000	28.07	7.67e-36	0.91
chr9-63	chr9	140175543	140175759	+	28.8	0.538	28.000000	4.99	2.24e-13	0.85
chr10-43	chr10	45496258	45496474	+	28.8	0.829	29.000000	17.71	1.57e-29	0.91
chr10-63	chr10	70715787	70716003	+	28.8	0.681	24.000000	21.25	5.17e-32	1.03
chr10-51	chr10	126063182	126063398	+	28.8	0.896	27.000000	18.83	2.30e-30	0.99
chr11-58	chr11	809425	809641	+	28.8	0.778	32.000000	9.54	2.49e-21	0.74
chr11-56	chr11	1224322	1224538	+	28.8	0.822	33.000000	7.33	5.40e-18	0.76
chr13-20	chr13	46038767	46038983	+	28.8	0.640	25.000000	20.32	1.69e-30	0.99
chr13-21	chr13	53421174	53421390	+	28.8	0.850	25.000000	6.98	2.13e-17	0.99
chr15-32	chr15	64648313	64648529	+	28.8	0.846	26.000000	31.65	1.66e-37	0.95
chr16-117	chr16	46395317	46395533	+	28.8	0.886	21.000000	6.73	6.06e-17	1.13
chr16-324	chr16	46396621	46396837	+	28.8	0.865	15.000000	7.37	4.68e-18	1.58
chr17-93	chr17	40831874	40832090	+	28.8	0.593	24.000000	7.79	9.35e-19	1.08
chr17-62	chr17	41150308	41150524	+	28.8	0.780	29.000000	18.14	7.39e-30	0.85
chr17-211	chr17	45249227	45249443	+	28.8	0.971	18.000000	37.19	9.15e-40	1.31
chr17-65	chr17	47563683	47563899	+	28.8	0.732	28.000000	12.94	2.56e-25	0.95
chr19-132	chr19	11669968	11670184	+	28.8	0.814	26.000000	28.07	7.67e-36	0.91
chr19-133	chr19	18977400	18977616	+	28.8	0.756	26.000000	7.75	1.09e-18	0.99
chr19-125	chr19	19643113	19643329	+	28.8	0.775	27.000000	14.44	8.72e-27	0.91
chr19-104	chr19	56632638	56632854	+	28.8	0.755	30.000000	16.72	9.49e-29	0.85
chr19-111	chr19	58816610	58816826	+	28.8	0.765	29.000000	16.97	3.98e-28	0.84
chr20-53	chr20	30556280	30556496	+	28.8	0.912	27.000000	20.10	2.97e-31	0.88
chr20-50	chr20	62013216	62013432	+	28.8	0.833	28.000000	9.44	5.13e-20	0.84
chr20-56	chr20	62496488	62496704	+	28.8	0.800	26.000000	8.36	1.21e-19	0.95
chr1-99	chr1	1079992	1080208	+	28.0	0.694	27.000000	6.68	2.19e-16	0.91
chr1-122	chr1	1100155	1100371	+	28.0	0.767	24.000000	4.89	8.69e-13	1.04
chr1-165	chr1	52870159	52870375	+	28.0	0.950	21.000000	20.61	1.10e-30	1.08
chr1-90	chr1	149899579	149899795	+	28.0	0.837	30.000000	22.19	1.14e-31	0.76
chr1-97	chr1	161008692	161008908	+	28.0	0.821	28.000000	24.04	9.82e-33	0.84
chr1-120	chr1	162467587	162467803	+	28.0	0.700	25.000000	30.06	1.01e-35	0.91
chr1-108	chr1	247267182	247267398	+	28.0	0.755	27.000000	15.51	5.96e-27	0.99
chr2-83	chr2	21022784	21023000	+	28.0	0.917	25.000000	41.22	5.30e-40	0.91
chr2-81	chr2	129079423	129079639	+	28.0	0.821	26.000000	9.07	4.11e-20	0.95
chr2-74	chr2	170440740	170440956	+	28.0	0.833	28.000000	36.07	3.40e-38	0.84
chr2-75	chr2	196933472	196933688	+	28.0	0.905	28.000000	23.65	1.63e-32	0.88
chr3-66	chr3	72897473	72897689	+	28.0	0.776	25.000000	18.50	2.95e-29	0.95
chr3-67	chr3	101232017	101232233	+	28.0	0.829	25.000000	24.45	5.86e-33	0.95
chr3-84	chr3	101292803	101293019	+	28.0	0.700	22.000000	28.29	6.57e-35	1.08
chr3-76	chr3	123680022	123680238	+	28.0	0.810	23.000000	27.22	2.15e-34	0.99
chr3-58	chr3	127872141	127872357	+	28.0	0.821	28.000000	30.06	1.01e-35	0.84
chr5-72	chr5	31532248	31532464	+	28.0	0.698	23.000000	20.61	1.10e-30	1.04
chr5-51	chr5	132158852	132159068	+	28.0	0.745	28.000000	8.69	1.40e-19	0.88
chr6-51	chr6	28072445	28072661	+	28.0	0.778	26.000000	30.06	1.01e-35	0.95
chr7-48	chr7	2249218	2249434	+	28.0	0.789	29.000000	12.12	9.09e-24	0.81
chr7-78	chr7	2607350	2607566	+	28.0	0.872	23.000000	14.72	2.86e-26	0.99
chr7-70	chr7	5428563	5428779	+	28.0	0.614	25.000000	7.71	4.05e-18	0.95
chr7-63	chr7	102937780	102937996	+	28.0	0.791	26.000000	51.52	4.91e-43	0.91
chr7-64	chr7	102985384	102985600	+	28.0	0.694	26.000000	6.65	2.49e-16	0.95
chr7-56	chr7	157129515	157129731	+	28.0	0.761	28.000000	13.87	1.68e-25	0.88
chr8-51	chr8	42396665	42396881	+	28.0	0.889	27.000000	18.26	4.35e-29	0.84
chr8-45	chr8	74884311	74884527	+	28.0	0.674	29.000000	17.59	1.34e-28	0.79
chr9-253	chr9	66833062	66833278	+	28.0	0.879	15.000000	25.31	2.03e-33	1.52
chr9-70	chr9	136295019	136295235	+	28.0	0.667	26.000000	15.03	1.54e-26	0.88
chr10-46	chr10	27531005	27531221	+	28.0	0.796	27.000000	13.24	6.79e-25	0.95
chr10-195	chr10	42797182	42797398	+	28.0	0.970	15.000000	20.32	1.69e-30	1.52
chr10-50	chr10	112678932	112679148	+	28.0	0.886	27.000000	14.14	9.44e-26	0.84
chr11-79	chr11	1422833	1423049	+	28.0	0.786	25.000000	7.51	8.46e-18	0.95
chr11-82	chr11	45376895	45377111	+	28.0	0.780	25.000000	17.81	9.27e-29	0.91
chr11-83	chr11	63855851	63856067	+	28.0	0.735	25.000000	10.45	6.92e-22	0.95
chr12-73	chr12	498362	498578	+	28.0	0.700	23.000000	18.98	1.34e-29	0.99
chr12-69	chr12	56510282	56510498	+	28.0	0.756	24.000000	12.65	2.56e-24	0.99
chr12-79	chr12	89747833	89748049	+	28.0	0.775	22.000000	10.20	5.92e-21	1.08
chr12-51	chr12	122326430	122326646	+	28.0	0.821	28.000000	23.27	2.69e-32	0.84
chr12-49	chr12	129308519	129308735	+	28.0	0.892	29.000000	14.87	2.10e-26	0.81
chr13-17	chr13	25086826	25087042	+	28.0	0.892	28.000000	23.27	2.69e-32	0.84
chr14-30	chr14	74353476	74353692	+	28.0	0.830	28.000000	23.27	2.69e-32	0.81
chr14-35	chr14	105030412	105030628	+	28.0	0.689	25.000000	9.19	2.86e-20	0.95
chr15-28	chr15	41694663	41694879	+	28.0	0.886	29.000000	35.19	7.34e-38	0.88
chr15-35	chr15	44092649	44092865	+	28.0	0.865	23.000000	18.98	1.34e-29	1.04
chr16-86	chr16	2059766	2059982	+	28.0	0.833	26.000000	11.10	1.22e-22	0.91
chr16-85	chr16	88503900	88504116	+	28.0	0.846	27.000000	6.44	5.92e-16	0.84
chr17-78	chr17	6554831	6555047	+	28.0	0.929	25.000000	13.00	1.16e-24	0.99
chr17-69	chr17	17184029	17184245	+	28.0	0.689	27.000000	18.74	2.00e-29	0.84
chr17-89	chr17	31966493	31966709	+	28.0	0.865	24.000000	24.45	5.86e-33	0.99
chr17-119	chr17	45213865	45214081	+	28.0	0.800	22.000000	8.64	1.66e-19	1.14
chr17-63	chr17	45214477	45214693	+	28.0	0.675	29.000000	8.06	1.19e-18	0.79
chr17-88	chr17	79371373	79371589	+	28.0	0.773	25.000000	4.01	1.27e-10	0.95
chr19-114	chr19	8942878	8943094	+	28.0	0.846	28.000000	55.49	4.79e-44	0.84
chr19-176	chr19	57831755	57831971	+	28.0	0.743	22.000000	23.32	2.08e-30	1.04
chr19-136	chr19	58400351	58400567	+	28.0	0.860	26.000000	18.74	2.00e-29	0.95
chr20-44	chr20	32251421	32251637	+	28.0	0.762	31.000000	10.02	2.38e-21	0.81
chr20-54	chr20	36661764	36661980	+	28.0	0.846	27.000000	21.22	4.54e-31	0.84
chr20-48	chr20	43594973	43595189	+	28.0	0.795	28.000000	20.61	1.10e-30	0.88
chr20-59	chr20	47835879	47836095	+	28.0	0.870	25.000000	19.50	5.97e-30	0.95
chr20-55	chr20	61050137	61050353	+	28.0	0.500	26.000000	4.75	1.88e-12	0.88
chr21-17	chr21	30374963	30375179	+	28.0	0.756	23.000000	31.36	2.69e-36	1.04
chr21-16	chr21	37692389	37692605	+	28.0	0.738	25.000000	22.19	1.14e-31	0.95
chr22-33	chr22	38245250	38245466	+	28.0	0.795	27.000000	18.74	2.00e-29	0.88
chrY-23	chrY	13485327	13485543	+	28.0	0.830	17.000000	4.64	3.35e-12	1.63
chr1-100	chr1	1564441	1564657	+	27.1	0.850	27.000000	5.35	4.99e-13	0.84
chr1-176	chr1	3460472	3460688	+	27.1	0.842	20.000000	4.99	1.17e-12	1.14
chr1-145	chr1	16939165	16939381	+	27.1	0.673	22.000000	5.27	2.92e-13	1.04
chr1-103	chr1	46769197	46769413	+	27.1	0.867	27.000000	10.59	2.08e-21	0.91
chr1-91	chr1	93811366	93811582	+	27.1	0.756	29.000000	16.84	3.37e-27	0.81
chr1-136	chr1	156698174	156698390	+	27.1	0.689	23.000000	17.92	5.47e-28	0.99
chr1-106	chr1	161123746	161123962	+	27.1	0.689	27.000000	24.52	5.14e-32	0.91
chr1-115	chr1	222763113	222763329	+	27.1	0.889	26.000000	42.35	3.69e-39	0.91
chr2-193	chr2	89878349	89878565	+	27.1	0.703	17.000000	6.56	1.02e-15	1.42
chr2-87	chr2	175260355	175260571	+	27.1	0.775	25.000000	20.86	6.22e-30	0.91
chr3-54	chr3	44596527	44596743	+	27.1	0.771	30.000000	24.96	3.03e-32	0.88
chr3-94	chr3	126243034	126243250	+	27.1	0.816	21.000000	14.56	2.32e-25	1.14
chr6-55	chr6	28367468	28367684	+	27.1	0.857	25.000000	24.96	3.03e-32	0.95
chr6-56	chr6	31633503	31633719	+	27.1	0.941	25.000000	15.70	2.58e-26	0.95
chr6-49	chr6	32143817	32144033	+	27.1	0.884	28.000000	16.84	3.37e-27	0.88
chr6-59	chr6	33359301	33359517	+	27.1	0.842	24.000000	27.95	1.03e-33	0.99
chr6-53	chr6	90529423	90529639	+	27.1	0.727	26.000000	19.68	3.45e-29	0.88
chr7-52	chr7	1513830	1514046	+	27.1	0.690	28.000000	7.06	1.46e-16	0.81
chr8-61	chr8	95731930	95732146	+	27.1	0.811	25.000000	25.41	1.77e-32	0.95
chr9-71	chr9	14993150	14993366	+	27.1	0.784	25.000000	41.11	9.10e-39	0.91
chr10-154	chr10	39138063	39138279	+	27.1	0.969	16.000000	31.06	4.23e-35	1.42
chr10-66	chr10	71334690	71334906	+	27.1	0.692	23.000000	6.95	2.18e-16	0.99
chr11-81	chr11	17099200	17099416	+	27.1	0.690	25.000000	16.25	9.51e-27	0.91
chr11-75	chr11	62554720	62554936	+	27.1	0.805	26.000000	9.84	1.62e-20	0.91
chr11-72	chr11	124492648	124492864	+	27.1	0.780	27.000000	24.52	5.14e-32	0.91
chr11-66	chr11	130786294	130786510	+	27.1	0.756	30.000000	22.18	1.01e-30	0.79
chr13-18	chr13	53424841	53425057	+	27.1	0.838	26.000000	6.14	4.29e-14	0.87
chr15-30	chr15	74833235	74833451	+	27.1	0.652	28.000000	18.15	3.75e-28	0.84
chr16-79	chr16	25118360	25118576	+	27.1	0.851	28.000000	14.87	1.26e-25	0.88
chr16-89	chr16	30087153	30087369	+	27.1	0.897	26.000000	27.40	1.86e-33	0.91
chr16-96	chr16	30933703	30933919	+	27.1	0.854	23.000000	19.41	5.21e-29	1.08
chr16-151	chr16	46391818	46392034	+	27.1	0.889	19.000000	5.29	2.66e-13	1.34
chr16-172	chr16	46393163	46393379	+	27.1	0.969	18.000000	5.52	8.98e-14	1.27
chr16-260	chr16	46394244	46394460	+	27.1	0.650	16.000000	5.64	3.41e-13	1.50
chr16-92	chr16	46403615	46403831	+	27.1	0.844	25.000000	11.09	5.60e-22	0.91
chr16-90	chr16	67189286	67189502	+	27.1	0.718	26.000000	10.20	5.92e-21	0.91
chr16-83	chr16	88497243	88497459	+	27.1	0.717	28.000000	5.64	5.38e-14	0.88
chr17-72	chr17	37793426	37793642	+	27.1	0.780	26.000000	9.51	4.24e-20	0.99
chr17-81	chr17	37844251	37844467	+	27.1	0.730	25.000000	14.12	5.65e-25	0.91
chr17-73	chr17	61920003	61920219	+	27.1	0.789	26.000000	13.84	1.01e-24	0.91
chr17-74	chr17	62502748	62502964	+	27.1	0.878	26.000000	16.06	1.33e-26	0.91
chr18-25	chr18	19192161	19192377	+	27.1	0.857	25.000000	34.94	1.23e-36	0.95
chr19-142	chr19	1905858	1906074	+	27.1	0.596	24.000000	10.05	8.89e-21	0.95
chr19-157	chr19	16653181	16653397	+	27.1	0.744	23.000000	17.47	1.15e-27	0.99
chr19-126	chr19	34175200	34175416	+	27.1	0.769	27.000000	13.84	1.01e-24	0.88
chr19-159	chr19	37329213	37329429	+	27.1	0.732	23.000000	38.82	5.12e-38	1.04
chr19-120	chr19	52643071	52643287	+	27.1	0.873	28.000000	18.15	3.75e-28	0.91
chr22-38	chr22	42078377	42078593	+	27.1	0.861	25.000000	32.50	1.08e-35	0.99
chr22-39	chr22	46368098	46368314	+	27.1	0.737	25.000000	5.10	6.79e-13	0.95
chr22-40	chr22	46932682	46932898	+	27.1	0.688	25.000000	6.69	6.16e-16	0.99
chrY-16	chrY	13467999	13468215	+	27.1	0.579	19.000000	4.63	7.63e-12	1.27
chr1-92	chr1	969415	969631	+	26.2	0.732	28.000000	6.57	2.86e-15	0.81
chr1-126	chr1	2105765	2105981	+	26.2	0.698	24.000000	10.57	9.57e-21	0.99
chr1-102	chr1	6514810	6515026	+	26.2	0.714	27.000000	9.66	1.09e-19	0.87
chr1-146	chr1	19971285	19971501	+	26.2	0.756	22.000000	7.27	2.05e-16	1.04
chr1-219	chr1	40025222	40025438	+	26.2	0.676	19.000000	26.01	8.95e-32	1.15
chr1-313	chr1	151138237	151138453	+	26.2	0.750	17.000000	18.78	1.01e-27	1.37
chr1-128	chr1	153963112	153963328	+	26.2	0.872	24.000000	18.53	1.50e-27	0.95
chr1-119	chr1	154934114	154934330	+	26.2	0.821	25.000000	16.70	2.86e-26	0.91
chr2-230	chr2	89867355	89867571	+	26.2	0.743	16.000000	7.39	1.34e-16	1.37
chr2-95	chr2	105953869	105954085	+	26.2	0.909	23.000000	27.60	1.60e-32	0.99
chr2-90	chr2	114341529	114341745	+	26.2	0.848	24.000000	31.45	3.51e-34	0.95
chr2-76	chr2	220408493	220408709	+	26.2	0.762	28.000000	10.40	1.46e-20	0.84
chr3-60	chr3	9988188	9988404	+	26.2	0.679	27.000000	8.14	1.24e-16	0.91
chr3-85	chr3	126721053	126721269	+	26.2	0.619	22.000000	8.30	6.38e-18	0.99
chr3-88	chr3	142720194	142720410	+	26.2	0.900	22.000000	18.53	1.50e-27	0.99
chr3-68	chr3	150264412	150264628	+	26.2	0.744	25.000000	17.80	4.70e-27	0.95
chr4-35	chr4	41937045	41937261	+	26.2	0.857	24.000000	19.89	1.99e-28	0.95
chr5-46	chr5	1345079	1345295	+	26.2	0.868	29.000000	14.39	1.88e-24	0.78
chr5-64	chr5	1380528	1380744	+	26.2	0.833	24.000000	20.19	1.30e-28	0.91
chr5-43	chr5	10353630	10353846	+	26.2	0.745	30.000000	18.78	1.01e-27	0.78
chr6-65	chr6	111195811	111196027	+	26.2	0.861	23.000000	13.52	1.06e-23	0.95
chr6-54	chr6	170151549	170151765	+	26.2	0.718	26.000000	15.55	2.14e-25	0.84
chr7-50	chr7	372696	372912	+	26.2	0.674	28.000000	10.82	5.01e-21	0.84
chr7-72	chr7	39773083	39773299	+	26.2	0.707	25.000000	18.78	1.01e-27	0.91
chr7-65	chr7	108210110	108210326	+	26.2	0.791	26.000000	20.19	1.30e-28	0.91
chr7-67	chr7	141251044	141251260	+	26.2	0.732	26.000000	21.81	1.41e-29	0.87
chr8-57	chr8	82023845	82024061	+	26.2	0.682	26.000000	27.60	1.60e-32	0.84
chr8-62	chr8	117778584	117778800	+	26.2	0.892	25.000000	30.74	6.85e-34	0.91
chr9-68	chr9	102861213	102861429	+	26.2	0.854	26.000000	18.03	3.23e-27	0.91
chr9-72	chr9	135457464	135457680	+	26.2	0.889	25.000000	6.97	6.11e-16	0.91
chr9-82	chr9	139233738	139233954	+	26.2	0.733	24.000000	7.16	3.10e-16	0.95
chr9-107	chr9	140121967	140122183	+	26.2	0.775	21.000000	5.10	1.55e-12	1.04
chr10-53	chr10	51488818	51489034	+	26.2	0.641	26.000000	25.52	1.55e-31	0.87
chr10-62	chr10	64564144	64564360	+	26.2	0.821	24.000000	15.55	2.14e-25	0.99
chr11-152	chr11	62609029	62609245	+	26.2	0.794	19.000000	16.49	4.04e-26	1.22
chr11-115	chr11	64851470	64851686	+	26.2	0.757	21.000000	20.49	8.46e-29	1.04
chr11-77	chr11	124670282	124670498	+	26.2	0.659	26.000000	17.12	1.41e-26	0.87
chr12-59	chr12	104359525	104359741	+	26.2	0.861	26.000000	23.73	1.26e-30	0.84
chr12-53	chr12	117348628	117348844	+	26.2	0.711	27.000000	20.19	1.30e-28	0.81
chr12-71	chr12	120524691	120524907	+	26.2	0.789	24.000000	19.89	1.99e-28	0.91
chr14-33	chr14	103851596	103851812	+	26.2	0.592	27.000000	15.03	5.56e-25	0.87
chr15-50	chr15	85197411	85197627	+	26.2	0.939	21.000000	11.66	6.45e-22	1.04
chr16-75	chr16	699169	699385	+	26.2	0.700	29.000000	6.26	9.58e-15	0.84
chr16-72	chr16	1401786	1402002	+	26.2	0.647	30.000000	9.66	1.09e-19	0.84
chr16-98	chr16	87622529	87622745	+	26.2	0.889	23.000000	14.54	1.39e-24	0.95
chr17-84	chr17	77763763	77763979	+	26.2	0.636	25.000000	7.12	3.56e-16	0.87
chr17-107	chr17	79213091	79213307	+	26.2	0.694	23.000000	8.05	1.42e-17	0.99
chr18-27	chr18	77397616	77397832	+	26.2	0.681	24.000000	9.42	3.30e-18	0.91
chr18-29	chr18	77548005	77548221	+	26.2	0.708	23.000000	6.06	2.15e-14	0.95
chr19-146	chr19	10514139	10514355	+	26.2	0.861	24.000000	19.05	6.80e-28	0.95
chr19-116	chr19	17378165	17378381	+	26.2	0.917	28.000000	26.52	5.10e-32	0.84
chr19-139	chr19	33513627	33513843	+	26.2	0.921	25.000000	34.68	2.05e-35	0.91
chr19-134	chr19	38755277	38755493	+	26.2	0.698	26.000000	18.78	1.01e-27	0.87
chr19-149	chr19	44952536	44952752	+	26.2	0.969	24.000000	58.80	3.86e-42	0.91
chr19-140	chr19	50370476	50370692	+	26.2	0.750	25.000000	7.73	4.16e-17	0.95
chr20-58	chr20	3219807	3220023	+	26.2	0.696	25.000000	7.86	2.64e-17	0.91
chr22-44	chr22	42196463	42196679	+	26.2	0.811	23.000000	16.91	2.01e-26	0.95
chrX-14	chrX	1510612	1510828	+	26.2	0.769	24.000000	18.03	3.23e-27	0.91
chr1-123	chr1	1141860	1142076	+	25.4	0.604	24.000000	5.97	8.44e-14	0.91
chr1-158	chr1	2398692	2398908	+	25.4	0.795	21.000000	5.19	2.45e-12	1.05
chr1-101	chr1	3663855	3664071	+	25.4	0.750	27.000000	9.98	1.86e-19	0.78
chr1-109	chr1	16767073	16767289	+	25.4	0.895	26.000000	19.23	3.96e-27	0.84
chr1-135	chr1	145039841	145040057	+	25.4	0.580	23.000000	7.18	8.68e-16	0.95
chr1-149	chr1	155108118	155108334	+	25.4	0.692	22.000000	6.08	5.39e-14	0.95
chr1-114	chr1	169337207	169337423	+	25.4	0.756	26.000000	23.77	1.11e-29	0.87
chr2-64	chr2	27632336	27632552	+	25.4	0.756	29.000000	21.09	3.09e-28	0.75
chr2-79	chr2	70417742	70417958	+	25.4	0.825	26.000000	24.21	6.67e-30	0.81
chr2-116	chr2	178483359	178483575	+	25.4	0.912	21.000000	29.71	2.11e-32	1.00
chr2-82	chr2	207024221	207024437	+	25.4	0.842	26.000000	16.34	3.41e-25	0.84
chr2-55	chr2	210867133	210867349	+	25.4	0.850	31.000000	26.15	7.80e-31	0.72
chr2-101	chr2	230786051	230786267	+	25.4	0.800	23.000000	17.67	4.04e-26	0.91
chr3-70	chr3	39093376	39093592	+	25.4	0.758	24.000000	31.89	2.90e-33	0.91
chr3-82	chr3	88108156	88108372	+	25.4	0.698	22.000000	25.64	1.36e-30	1.05
chr3-77	chr3	183966643	183966859	+	25.4	0.750	23.000000	12.82	2.44e-22	1.00
chr4-41	chr4	1631000	1631216	+	25.4	0.651	22.000000	14.21	1.52e-23	1.00
chr4-30	chr4	1747951	1748167	+	25.4	0.806	26.000000	6.50	1.03e-14	0.81
chr4-31	chr4	6660492	6660708	+	25.4	0.816	26.000000	16.76	1.71e-25	0.87
chr5-59	chr5	34915715	34915931	+	25.4	0.833	25.000000	17.43	5.84e-26	0.84
chr5-50	chr5	42756739	42756955	+	25.4	0.947	28.000000	25.64	1.36e-30	0.84
chr5-56	chr5	141348631	141348847	+	25.4	0.692	27.000000	27.24	2.49e-31	0.81
chr5-66	chr5	145562288	145562504	+	25.4	0.789	24.000000	20.43	7.43e-28	0.87
chr5-68	chr5	178957653	178957869	+	25.4	0.667	24.000000	26.15	7.80e-31	0.87
chr5-70	chr5	180288122	180288338	+	25.4	0.676	24.000000	21.09	3.09e-28	0.91
chr6-63	chr6	26987985	26988201	+	25.4	0.717	23.000000	21.43	1.97e-28	0.95
chr8-60	chr8	67341127	67341343	+	25.4	0.825	25.000000	13.91	2.71e-23	0.87
chr8-53	chr8	144329022	144329238	+	25.4	0.861	27.000000	14.06	2.03e-23	0.84
chr8-68	chr8	146024116	146024332	+	25.4	0.700	24.000000	14.37	1.13e-23	0.87
chr8-48	chr8	146176111	146176327	+	25.4	0.838	28.000000	34.41	3.43e-34	0.78
chr9-100	chr9	126770714	126770930	+	25.4	0.889	21.000000	6.05	6.03e-14	1.05
chr10-76	chr10	18948064	18948280	+	25.4	0.730	21.000000	16.34	3.41e-25	1.00
chr10-52	chr10	50746745	50746961	+	25.4	0.861	26.000000	18.95	5.91e-27	0.84
chr10-49	chr10	102977197	102977413	+	25.4	0.694	27.000000	8.55	1.05e-17	0.78
chr10-54	chr10	104180843	104181059	+	25.4	0.805	26.000000	8.02	5.32e-17	0.87
chr11-78	chr11	1412104	1412320	+	25.4	0.581	25.000000	7.60	2.09e-16	0.84
chr11-74	chr11	1968468	1968684	+	25.4	0.800	26.000000	11.37	6.00e-21	0.84
chr11-91	chr11	62559325	62559541	+	25.4	0.732	24.000000	11.08	1.19e-20	0.91
chr11-76	chr11	75110459	75110675	+	25.4	0.757	26.000000	16.98	1.20e-25	0.87
chr11-86	chr11	113906889	113907105	+	25.4	0.743	25.000000	29.05	3.95e-32	0.84
chr12-57	chr12	56435578	56435794	+	25.4	0.705	26.000000	16.55	2.42e-25	0.87
chr12-80	chr12	106751382	106751598	+	25.4	0.861	22.000000	25.14	2.33e-30	1.00
chr12-70	chr12	110888003	110888219	+	25.4	0.914	24.000000	20.75	4.81e-28	0.91
chr12-54	chr12	124196763	124196979	+	25.4	0.763	27.000000	14.86	4.56e-24	0.81
chr13-19	chr13	111267767	111267983	+	25.4	0.842	26.000000	15.20	2.44e-24	0.81
chr14-37	chr14	31028258	31028474	+	25.4	0.939	24.000000	21.43	1.97e-28	0.91
chr14-38	chr14	39639519	39639735	+	25.4	0.682	24.000000	21.09	3.09e-28	0.91
chr14-34	chr14	104603858	104604074	+	25.4	0.667	26.000000	4.93	7.99e-12	0.91
chr15-52	chr15	29395993	29396209	+	25.4	0.692	20.000000	13.91	2.71e-23	1.05
chr15-40	chr15	35280422	35280638	+	25.4	0.968	22.000000	29.71	2.11e-32	0.95
chr16-84	chr16	1152942	1153158	+	25.4	0.711	27.000000	5.36	1.14e-12	0.84
chr16-129	chr16	1238795	1239011	+	25.4	0.707	20.000000	6.67	5.52e-15	1.05
chr16-88	chr16	23652669	23652885	+	25.4	0.829	26.000000	18.41	1.30e-26	0.84
chr16-76	chr16	28875166	28875382	+	25.4	0.667	29.000000	15.56	1.29e-24	0.78
chr16-97	chr16	66968226	66968442	+	25.4	0.791	23.000000	15.20	2.44e-24	0.95
chr16-123	chr16	89883251	89883467	+	25.4	0.682	21.000000	17.43	5.84e-26	1.05
chr17-104	chr17	72199701	72199917	+	25.4	0.857	23.000000	16.34	3.41e-25	0.95
chr17-122	chr17	74519209	74519425	+	25.4	0.882	22.000000	10.90	1.85e-20	0.95
chr17-77	chr17	80833442	80833658	+	25.4	0.737	26.000000	9.61	4.96e-19	0.81
chr19-130	chr19	2291586	2291802	+	25.4	0.682	26.000000	6.47	1.16e-14	0.87
chr19-156	chr19	12792365	12792581	+	25.4	0.660	23.000000	16.34	3.41e-25	0.95
chr19-172	chr19	37701338	37701554	+	25.4	0.944	22.000000	56.84	2.27e-40	1.00
chr19-150	chr19	48248571	48248787	+	25.4	0.674	24.000000	12.82	2.44e-22	0.91
chr19-151	chr19	48758907	48759123	+	25.4	0.769	24.000000	31.89	2.90e-33	0.91
chr19-177	chr19	57922384	57922600	+	25.4	0.821	22.000000	20.11	1.14e-27	1.05
chr20-68	chr20	61983664	61983880	+	25.4	0.574	23.000000	5.73	2.24e-13	0.95
chr21-13	chr21	46803672	46803888	+	25.4	0.660	28.000000	7.74	1.34e-16	0.84
chr21-21	chr21	46962770	46962986	+	25.4	0.718	22.000000	7.39	4.30e-16	1.00
chr22-37	chr22	41634439	41634655	+	25.4	0.623	25.000000	6.54	9.11e-15	0.87
chr22-51	chr22	46646205	46646421	+	25.4	0.617	22.000000	11.57	3.76e-21	0.95
chr22-35	chr22	50165075	50165291	+	25.4	0.763	26.000000	7.22	7.56e-16	0.87
chr1-124	chr1	1168365	1168581	+	24.5	0.577	24.000000	4.87	2.38e-11	0.91
chr1-153	chr1	1550582	1550798	+	24.5	0.600	21.000000	8.04	1.70e-16	0.96
chr1-125	chr1	1891399	1891615	+	24.5	0.587	24.000000	8.04	1.70e-16	0.87
